Plot,DBH_11,DC_2011,Status_2011,DBH_17,Status_2017,DC_2017,Treatment,Treatment_Title,count,DDD,Growing.Space
us2,16,,1,17.4,1,,us,Overstory Thin Only,1,0,9.436
un3,23.8,,1,26.8,1,,un,Control,1,0,17.486
us2,30.6,,1,38.6,1,,us,Overstory Thin Only,1,0,135.442
us2,16.2,,1,17.2,2,1,us,Overstory Thin Only,1,1,48.358
un3,18.7,,1,21.8,1,,un,Control,1,0,33.468
us2,24.9,,1,29.3,1,,us,Overstory Thin Only,1,0,59.39
un3,53.8,,1,54.3,2,2,un,Control,1,1,9.508
un3,59.2,,1,61,1,,un,Control,1,0,12.46
un3,18.1,,1,20.8,1,,un,Control,1,0,90.418
un3,11.5,,1,11.7,2,2,un,Control,1,1,54.857
un3,48.2,,1,50,1,,un,Control,1,0,13.577
un3,15.6,,1,16.2,2,1,un,Control,1,1,14.329
us2,14.7,,1,17,1,,us,Overstory Thin Only,1,0,7.794
un3,33.1,,1,33.7,1,,un,Control,1,0,14.065
un3,18.5,,1,22.6,1,,un,Control,1,0,111.609
us2,23.9,,1,29.1,1,,us,Overstory Thin Only,1,0,13.278
us2,6.1,,1,6.9,1,,us,Overstory Thin Only,1,0,4.299
us2,14.8,,1,20,1,,us,Overstory Thin Only,1,0,36.003
un3,32.1,,1,33.3,1,,un,Control,1,0,29.935
un3,14.2,,1,16.1,1,,un,Control,1,0,42.648
un3,51.1,,1,52.2,1,,un,Control,1,0,7.584
un3,17.6,,1,19.9,1,,un,Control,1,0,29.855
un3,12.1,,1,12.3,2,1,un,Control,1,1,10.926
un3,13.3,,1,13.4,2,1,un,Control,1,1,13.773
us2,5.9,,1,9,1,,us,Overstory Thin Only,1,0,113.968
us2,174.4,,1,173.3,1,,us,Overstory Thin Only,1,0,119.981
un3,46.6,,1,46.7,2,2,un,Control,1,1,20.832
us2,18.1,,1,17,2,1,us,Overstory Thin Only,1,1,16.461
us2,22.4,,1,26.9,1,,us,Overstory Thin Only,1,0,29.637
un3,14.7,,1,15.3,2,2,un,Control,1,1,3.754
un3,151.9,,1,155,1,,un,Control,1,0,62.74
us2,31.3,,1,36.6,1,,us,Overstory Thin Only,1,0,13.137
us2,12.4,,1,13.5,1,,us,Overstory Thin Only,1,0,26.342
un3,6.9,,1,7,2,2,un,Control,1,1,7.675
un3,8.7,,1,8.7,2,1,un,Control,1,1,7.579
un3,28.2,,1,31.9,1,,un,Control,1,0,32.101
un3,7.9,,1,7.7,2,2,un,Control,1,1,7.744
us2,29.8,,1,33.5,1,,us,Overstory Thin Only,1,0,99.751
un3,62,,1,59.1,1,,un,Control,1,0,16.464
un3,7.3,,1,7,2,1,un,Control,1,1,3.598
un3,36.2,,1,39.2,1,,un,Control,1,0,13.824
un3,27.1,,1,28.4,2,1,un,Control,1,1,72.393
un3,10.2,,1,11,2,2,un,Control,1,1,5.47
un3,12.5,,1,12.8,2,1,un,Control,1,1,1.399
un3,17.6,,1,21.9,1,,un,Control,1,0,14.4
us2,20.3,,1,28.7,1,,us,Overstory Thin Only,1,0,119.173
us2,17.4,,1,22.8,1,,us,Overstory Thin Only,1,0,80.475
un3,14.4,,1,15.4,1,,un,Control,1,0,22.992
us2,14.8,,1,19,1,,us,Overstory Thin Only,1,0,99.473
un3,13.3,,1,15.8,2,2,un,Control,1,1,2.873
us2,12.8,,1,13.1,2,1,us,Overstory Thin Only,1,1,50.249
un3,13.8,,1,15.8,1,,un,Control,1,0,49.591
un3,29,,1,29.6,1,,un,Control,1,0,15.973
un3,6.8,,1,8.9,2,1,un,Control,1,1,6.497
un3,10,,1,11.7,2,1,un,Control,1,1,10.196
un3,6.3,,1,7.8,2,1,un,Control,1,1,2.633
us2,20.3,,1,24.3,1,,us,Overstory Thin Only,1,0,124.067
us2,30.6,,1,35.6,1,,us,Overstory Thin Only,1,0,37.88
un3,9.1,,1,9.2,2,2,un,Control,1,1,4.832
us2,18.6,,1,23.4,1,,us,Overstory Thin Only,1,0,48.22
un3,18.4,,1,17.8,1,,un,Control,1,0,50.334
un3,176.5,,1,176,1,,un,Control,1,0,34.762
us2,10.9,,1,17.2,1,,us,Overstory Thin Only,1,0,89.214
un3,7,,1,7,2,1,un,Control,1,1,18.304
un3,81.3,,1,82.3,2,1,un,Control,1,1,16.179
un3,89.2,,1,88.8,1,,un,Control,1,0,69.028
un3,11.4,,1,14.8,2,1,un,Control,1,1,9.744
un3,16.6,,1,20.9,1,,un,Control,1,0,17.421
un3,8.3,,1,9.5,2,1,un,Control,1,1,30.096
us2,133.9,,1,140.2,1,,us,Overstory Thin Only,1,0,19.409
un3,15.9,,1,16.4,2,1,un,Control,1,1,23.396
un3,26.3,,1,28.3,1,,un,Control,1,0,2.942
un3,24.3,,1,30.8,1,,un,Control,1,0,27.29
un3,136.4,,1,136.3,1,,un,Control,1,0,127.894
un3,27,,1,28,1,,un,Control,1,0,21.346
un3,12,,1,12.7,2,1,un,Control,1,1,2.727
un3,32.9,,1,33.9,1,,un,Control,1,0,20.132
un3,61.1,,1,63.9,1,,un,Control,1,0,5.817
un3,15.6,,1,16.6,2,1,un,Control,1,1,14.662
un3,6.8,,1,8,2,1,un,Control,1,1,31.826
un3,20,,1,20.2,2,1,un,Control,1,1,10.694
un3,40.4,,1,42.5,1,,un,Control,1,0,16.441
us2,25.3,,1,30.7,1,,us,Overstory Thin Only,1,0,17.569
us2,29.6,,1,33,1,,us,Overstory Thin Only,1,0,36.8
us2,31.6,,1,38.8,1,,us,Overstory Thin Only,1,0,52.525
us2,16.1,,1,18.4,1,,us,Overstory Thin Only,1,0,21.867
us2,12.8,,1,13.3,1,,us,Overstory Thin Only,1,0,9.491
un3,54.3,,1,56.2,1,,un,Control,1,0,16.485
us2,76.4,,1,80.5,2,1,us,Overstory Thin Only,1,1,68.549
un3,14.4,,1,15.7,2,1,un,Control,1,1,12.335
un3,20.1,,1,22.5,1,,un,Control,1,0,11.596
us2,20.4,,1,23.6,1,,us,Overstory Thin Only,1,0,51.343
us2,164.9,,1,168.4,1,,us,Overstory Thin Only,1,0,165.41
un3,63.2,,1,65.9,1,,un,Control,1,0,29.959
un3,20,,1,23.1,1,,un,Control,1,0,30.105
un3,16.4,,1,19.8,1,,un,Control,1,0,22.3
un3,5.7,,1,7.3,1,,un,Control,1,0,37.873
us2,15.2,,1,16.4,1,,us,Overstory Thin Only,1,0,2.502
us2,9.6,,1,10.7,2,1,us,Overstory Thin Only,1,1,67.527
us2,32.8,,1,37.5,1,,us,Overstory Thin Only,1,0,117.947
un3,8.7,,1,9.3,2,1,un,Control,1,1,5.105
us2,19,,1,21.4,2,1,us,Overstory Thin Only,1,1,19.464
us2,20.1,,1,24.7,1,,us,Overstory Thin Only,1,0,24.686
un3,28.5,,1,26.2,2,3,un,Control,1,1,24.12
un3,103.4,,1,104.3,2,1,un,Control,1,1,15.857
us2,6.3,,1,7.4,2,1,us,Overstory Thin Only,1,1,72.852
un3,30,,1,31.2,1,,un,Control,1,0,79.349
un3,159.7,,1,157.1,1,,un,Control,1,0,124.948
un3,15.5,,1,18.6,1,,un,Control,1,0,14.789
us2,30.3,,1,35.7,1,,us,Overstory Thin Only,1,0,98.24
un3,53.2,,1,57.9,1,,un,Control,1,0,80.125
un3,8.1,,1,9.6,1,,un,Control,1,0,73.254
un3,59.6,,1,63.9,1,,un,Control,1,0,6.076
un3,11.8,,1,13.4,1,,un,Control,1,0,9.831
un3,14.9,,1,20.3,1,,un,Control,1,0,62.033
us2,6.2,,1,10.8,1,,us,Overstory Thin Only,1,0,59.728
us2,19.5,,1,23.6,1,,us,Overstory Thin Only,1,0,40.252
un3,37.8,,1,39.4,1,,un,Control,1,0,13.73
un3,93.8,,1,99.6,1,,un,Control,1,0,13.959
un3,34.6,,1,36.2,1,,un,Control,1,0,165.128
un3,53.6,,1,55.8,1,,un,Control,1,0,8.787
un3,48.2,,1,49.6,1,,un,Control,1,0,12.34
un3,15.3,,1,16.4,2,2,un,Control,1,1,160.509
un3,31.1,,1,32.7,1,,un,Control,1,0,23.155
un3,8.5,,1,9.4,1,,un,Control,1,0,10.832
un3,9.8,,1,12.6,1,,un,Control,1,0,18.558
un3,13.1,,1,19.3,1,,un,Control,1,0,54.435
un3,18.5,,1,21.4,1,,un,Control,1,0,10.037
us2,28.3,,1,36,2,1,us,Overstory Thin Only,1,1,18.036
un3,12.4,,1,13.9,1,,un,Control,1,0,7.223
un3,17.4,,1,20.1,1,,un,Control,1,0,31.522
us2,11.2,,1,16,1,,us,Overstory Thin Only,1,0,23.202
un3,65.6,,1,69.9,1,,un,Control,1,0,24.805
us2,98.4,,1,102.5,1,,us,Overstory Thin Only,1,0,72.096
us2,7.3,,1,11.1,1,,us,Overstory Thin Only,1,0,46.356
un3,11,,1,15.5,1,,un,Control,1,0,85.233
un3,14.4,,1,13.3,1,,un,Control,1,0,22.579
un3,30.3,,1,31.2,1,,un,Control,1,0,9.843
un3,11.1,,1,10.8,2,1,un,Control,1,1,3.955
un3,21,,1,21.4,1,,un,Control,1,0,6.386
us2,10.1,,1,15.8,1,,us,Overstory Thin Only,1,0,88.335
un3,12.4,,1,13.4,2,1,un,Control,1,1,51.791
un3,6.6,,1,8.1,2,1,un,Control,1,1,45.908
us2,10.9,,1,12.3,2,2,us,Overstory Thin Only,1,1,39.28
un3,13.7,,1,15.2,1,,un,Control,1,0,5.559
un3,58.7,,1,60.2,1,,un,Control,1,0,118.913
us2,72.4,,1,72.2,2,2,us,Overstory Thin Only,1,1,65.72
us2,21.4,,1,29.3,1,,us,Overstory Thin Only,1,0,114.175
un3,12,,1,15.5,1,,un,Control,1,0,50.912
un3,7.4,,1,9.6,1,,un,Control,1,0,61.031
un3,21.9,,1,27,1,,un,Control,1,0,37.445
un3,11.2,,1,15,1,,un,Control,1,0,85.317
us2,59.2,,1,64.1,1,,us,Overstory Thin Only,1,0,128.816
us2,22,,1,26,1,,us,Overstory Thin Only,1,0,27.567
un3,14,,1,12.6,1,,un,Control,1,0,54.836
un3,34.9,,1,37,1,,un,Control,1,0,65.897
un3,25.2,,1,25.9,1,,un,Control,1,0,9.843
un3,19.4,,1,22,1,,un,Control,1,0,19.991
un3,10.5,,1,11,1,,un,Control,1,0,6.527
us2,10,,1,10.3,2,1,us,Overstory Thin Only,1,1,36.253
us2,8.2,,1,12,1,,us,Overstory Thin Only,1,0,53.238
us2,32.2,,1,40.3,1,,us,Overstory Thin Only,1,0,155.358
un3,19.7,,1,21.3,1,,un,Control,1,0,16.542
un3,42.7,,1,45.7,2,1,un,Control,1,1,12.946
un3,18,,1,21.6,1,,un,Control,1,0,33.038
us2,9.9,,1,8.5,2,1,us,Overstory Thin Only,1,1,86.99
un3,36.7,,1,39.1,1,,un,Control,1,0,0.587
un3,52.5,,1,55.6,1,,un,Control,1,0,10.989
un3,65.6,,1,67.5,1,,un,Control,1,0,5.53
un3,66,,1,68.1,2,1,un,Control,1,1,9.183
un3,5.8,,1,5.2,2,1,un,Control,1,1,44.4
un3,167.6,,1,169.2,1,,un,Control,1,0,116.938
un3,22.5,,1,22.9,2,1,un,Control,1,1,7.881
us2,27.1,,1,29.1,2,1,us,Overstory Thin Only,1,1,46.087
us2,70.6,,1,76.4,1,,us,Overstory Thin Only,1,0,23.019
us2,8.8,,1,10.6,1,,us,Overstory Thin Only,1,0,13.002
un3,34.3,,1,35.7,1,,un,Control,1,0,36.372
us2,87.1,,1,89.4,1,,us,Overstory Thin Only,1,0,66.449
un3,43.7,,1,45.1,1,,un,Control,1,0,30.313
us2,30.1,,1,34.6,1,,us,Overstory Thin Only,1,0,4.025
us2,22.5,,1,26,1,,us,Overstory Thin Only,1,0,40.12
un3,8.5,,1,10.3,2,1,un,Control,1,1,20.96
un3,19.1,,1,18.9,2,2,un,Control,1,1,11.313
un3,49,,1,49.5,1,,un,Control,1,0,17.769
un3,30.8,,1,30.9,2,1,un,Control,1,1,14.744
un3,47.3,,1,49.3,1,,un,Control,1,0,51.636
us2,12.9,,1,17.8,1,,us,Overstory Thin Only,1,0,24.961
un3,57.3,,1,57.8,2,2,un,Control,1,1,24.224
un3,7,,1,8,2,1,un,Control,1,1,24.374
un3,18.5,,1,22.3,1,,un,Control,1,0,72.508
un3,47.4,,1,50.2,2,1,un,Control,1,1,132.348
un3,39.8,,1,32.3,1,,un,Control,1,0,4.123
un3,11.8,,1,11.8,2,1,un,Control,1,1,47.104
us2,23.5,,1,30,1,,us,Overstory Thin Only,1,0,111.369
us2,29.2,,1,39.7,1,,us,Overstory Thin Only,1,0,101.366
us2,9.7,,1,10.4,2,1,us,Overstory Thin Only,1,1,79.925
un3,28,,1,29.4,1,,un,Control,1,0,14.939
un3,92.1,,1,90.8,2,2,un,Control,1,1,29.459
un3,30.4,,1,34.6,1,,un,Control,1,0,11.765
us2,11.2,,1,11.9,2,1,us,Overstory Thin Only,1,1,13.62
us2,23.3,,1,27.9,1,,us,Overstory Thin Only,1,0,39.876
un3,62.1,,1,67.7,1,,un,Control,1,0,128.483
un3,26.2,,1,25.6,2,1,un,Control,1,1,8.481
un3,33.2,,1,34.1,1,,un,Control,1,0,19.941
us2,20.7,,1,24,1,,us,Overstory Thin Only,1,0,5.03
un3,27.4,,1,28.6,1,,un,Control,1,0,9.377
un3,10.3,,1,6.3,2,1,un,Control,1,1,7.111
us2,11.4,,1,12.3,2,1,us,Overstory Thin Only,1,1,3.373
us2,9.3,,1,11,2,1,us,Overstory Thin Only,1,1,12.459
un3,62.7,,1,62.5,2,1,un,Control,1,1,29.785
un3,20.3,,1,21.9,1,,un,Control,1,0,17.069
un3,16,,1,17.8,1,,un,Control,1,0,11.277
us2,23.8,,1,27.9,1,,us,Overstory Thin Only,1,0,3.339
un3,57.4,,1,59,2,1,un,Control,1,1,51.155
us2,5.4,,1,8,1,,us,Overstory Thin Only,1,0,22.125
un3,53.1,,1,54.6,1,,un,Control,1,0,35.271
us2,20.3,,1,20.9,2,1,us,Overstory Thin Only,1,1,41.719
un3,45.5,,1,48.2,1,,un,Control,1,0,11.564
un3,6.5,,1,9.7,1,,un,Control,1,0,48.719
us2,21.5,,1,28,1,,us,Overstory Thin Only,1,0,73.895
us2,16.8,,1,24.4,2,1,us,Overstory Thin Only,1,1,11.403
us2,31.6,,1,35.8,1,,us,Overstory Thin Only,1,0,56.346
us2,27.8,,1,32.9,1,,us,Overstory Thin Only,1,0,15.326
us2,124.1,,1,128.7,2,2,us,Overstory Thin Only,1,1,113.432
us2,18.8,,1,19,2,1,us,Overstory Thin Only,1,1,22.014
us2,28.2,,1,34.5,1,,us,Overstory Thin Only,1,0,154.924
us2,21.6,,1,24.9,1,,us,Overstory Thin Only,1,0,25.659
us2,13.8,,1,13.3,2,1,us,Overstory Thin Only,1,1,20.921
us2,5.4,,1,6.2,1,,us,Overstory Thin Only,1,0,102.152
us2,34.1,,1,40,1,,us,Overstory Thin Only,1,0,17.614
us2,40.8,,1,45.9,1,,us,Overstory Thin Only,1,0,14.069
us2,31.3,,1,34.2,1,,us,Overstory Thin Only,1,0,19.612
us2,10.8,,1,13.4,1,,us,Overstory Thin Only,1,0,76.563
us2,15.4,,1,19.4,1,,us,Overstory Thin Only,1,0,134.2
us2,23.8,,1,27.8,1,,us,Overstory Thin Only,1,0,13.238
us2,13.8,,1,17.9,1,,us,Overstory Thin Only,1,0,114.541
us2,22.9,,1,32.1,1,,us,Overstory Thin Only,1,0,139.147
us2,37.5,,1,42.5,1,,us,Overstory Thin Only,1,0,14.696
us2,37.8,,1,45.5,1,,us,Overstory Thin Only,1,0,7.533
us2,32.3,,1,38.8,1,,us,Overstory Thin Only,1,0,31.097
us2,12.9,,1,13.8,2,1,us,Overstory Thin Only,1,1,16.999
us2,12.7,,1,15.5,2,1,us,Overstory Thin Only,1,1,132.49
us2,18.3,,1,24.5,1,,us,Overstory Thin Only,1,0,80.686
us2,14.4,,1,16.3,1,,us,Overstory Thin Only,1,0,13.855
us2,21.9,,1,29,1,,us,Overstory Thin Only,1,0,128.461
us2,30.3,,1,35.5,1,,us,Overstory Thin Only,1,0,14.66
us2,13.4,,1,17.5,1,,us,Overstory Thin Only,1,0,12.549
us2,86.2,,1,87.5,1,,us,Overstory Thin Only,1,0,137.365
us2,34.4,,1,35.1,1,,us,Overstory Thin Only,1,0,175.673
us2,31.5,,1,33.1,1,,us,Overstory Thin Only,1,0,161.317
us2,121.6,,1,125.2,1,,us,Overstory Thin Only,1,0,152.748
un3,6.1,,1,6.5,1,,un,Control,1,0,63.125
us2,15.1,,1,17.6,1,,us,Overstory Thin Only,1,0,170.289
us2,68.8,,1,72.4,1,,us,Overstory Thin Only,1,0,112.608
us2,36.9,,1,46.1,1,,us,Overstory Thin Only,1,0,113.498
us2,9.9,,1,12,1,,us,Overstory Thin Only,1,0,57.326
un3,21.6,,1,20.5,2,1,un,Control,1,1,19.349
un3,54,,1,58.4,1,,un,Control,1,0,33.585
un3,65.3,,1,67.4,2,1,un,Control,1,1,9.767
un3,5.5,,1,6.5,1,,un,Control,1,0,16.534
un3,20.8,,1,21,1,,un,Control,1,0,9.081
us2,136.3,,1,137.5,2,2,us,Overstory Thin Only,1,1,168.514
us2,25.2,,1,25.2,2,1,us,Overstory Thin Only,1,1,191.479
un3,46.5,,1,51.5,1,,un,Control,1,0,11.738
uc3,6,,1,6.6,2,2,uc,Understory Thin Only,1,1,40.712
uc3,9,,1,8.5,1,,uc,Understory Thin Only,1,0,9.105
uc3,29,,1,33.5,1,,uc,Understory Thin Only,1,0,145.843
uc3,6.1,,1,6.4,2,1,uc,Understory Thin Only,1,1,9.528
uc3,5.8,,1,5.3,2,2,uc,Understory Thin Only,1,1,29.038
uc3,6,,1,10.7,1,,uc,Understory Thin Only,1,0,149.117
uc3,10.3,,1,13.5,1,,uc,Understory Thin Only,1,0,12.099
uc3,23.5,,1,27.3,1,,uc,Understory Thin Only,1,0,47.603
uc3,5.7,,1,8.7,2,1,uc,Understory Thin Only,1,1,17.976
uc3,20.5,,1,26.6,1,,uc,Understory Thin Only,1,0,35.857
uc3,12.4,,1,13,2,2,uc,Understory Thin Only,1,1,6.076
uc3,16.1,,1,17.9,1,,uc,Understory Thin Only,1,0,2.624
uc3,18.2,,1,24.1,1,,uc,Understory Thin Only,1,0,58.162
uc3,141.9,,1,141.4,2,3,uc,Understory Thin Only,1,1,51.971
uc3,11.9,,1,12.9,1,,uc,Understory Thin Only,1,0,5.886
uc3,31.4,,1,33.5,2,1,uc,Understory Thin Only,1,1,36.181
uc3,7.3,,1,6.3,2,2,uc,Understory Thin Only,1,1,19.394
uc3,24.9,,1,29.4,2,1,uc,Understory Thin Only,1,1,13.385
uc3,22.4,,1,22.6,2,2,uc,Understory Thin Only,1,1,37.606
uc3,12.7,,1,24.7,1,,uc,Understory Thin Only,1,0,26.015
uc3,28.8,,1,35.6,1,,uc,Understory Thin Only,1,0,37.926
uc3,22.5,,1,24.8,2,1,uc,Understory Thin Only,1,1,35.633
uc3,11.2,,1,12.7,2,1,uc,Understory Thin Only,1,1,4.642
uc3,11.2,,1,13.2,2,1,uc,Understory Thin Only,1,1,10.193
uc3,29.4,,1,31.6,2,1,uc,Understory Thin Only,1,1,8.108
uc3,16.5,,1,20.6,1,,uc,Understory Thin Only,1,0,46.731
uc3,22.9,,1,27.6,1,,uc,Understory Thin Only,1,0,32.532
uc3,28.9,,1,31.4,2,1,uc,Understory Thin Only,1,1,48.817
uc3,18.8,,1,19.5,1,,uc,Understory Thin Only,1,0,1.494
uc3,19.4,,1,24.3,1,,uc,Understory Thin Only,1,0,14.441
uc3,17.3,,1,19.4,2,1,uc,Understory Thin Only,1,1,6.635
uc3,133,,1,137.2,1,,uc,Understory Thin Only,1,0,18.37
uc3,10.4,,1,10.9,2,3,uc,Understory Thin Only,1,1,132.559
uc3,19,,1,20.7,1,,uc,Understory Thin Only,1,0,22.661
uc3,5.9,,1,8,1,,uc,Understory Thin Only,1,0,133.968
uc3,13.1,,1,14.5,2,1,uc,Understory Thin Only,1,1,37.982
uc3,13.2,,1,16.5,1,,uc,Understory Thin Only,1,0,9.31
uc3,13.4,,1,16.7,1,,uc,Understory Thin Only,1,0,45.954
uc3,11.9,,1,11.6,1,,uc,Understory Thin Only,1,0,44.61
uc3,17.3,,1,22,1,,uc,Understory Thin Only,1,0,48.989
uc3,21.3,,1,24.6,1,,uc,Understory Thin Only,1,0,13.104
uc3,31.5,,1,35.3,1,,uc,Understory Thin Only,1,0,7.786
us2,30.3,,1,31.3,2,1,us,Overstory Thin Only,1,1,16.484
uc3,28,,1,34.2,1,,uc,Understory Thin Only,1,0,50.016
uc3,29.1,,1,39.2,1,,uc,Understory Thin Only,1,0,59.743
un3,90.5,,1,89,2,2,un,Control,1,1,15.713
un3,56.8,,1,58.2,1,,un,Control,1,0,71.596
us2,17.9,,1,19,2,2,us,Overstory Thin Only,1,1,21.778
un3,6.8,,1,6.7,1,,un,Control,1,0,25.053
un3,19.5,,1,24.4,1,,un,Control,1,0,49.668
un3,56.2,,1,56.9,2,3,un,Control,1,1,23.082
un3,68.1,,1,69.7,2,1,un,Control,1,1,11.983
us2,23.3,,1,24.7,2,1,us,Overstory Thin Only,1,1,103.373
un3,12.9,,1,14.4,1,,un,Control,1,0,12.016
un3,124.3,,1,124.6,1,,un,Control,1,0,131.21
un3,111,,1,110.5,2,2,un,Control,1,1,16.361
us2,14.2,,1,13.7,2,2,us,Overstory Thin Only,1,1,51.39
us2,6.1,,1,7.2,2,1,us,Overstory Thin Only,1,1,40.874
us2,164.3,,1,168.5,1,,us,Overstory Thin Only,1,0,69.329
un3,70.7,,1,71,1,,un,Control,1,0,10.962
un3,111.9,,1,113.2,2,1,un,Control,1,1,8.165
un3,24.2,,1,23.9,2,1,un,Control,1,1,15.051
un3,114.3,,1,110.9,2,1,un,Control,1,1,54.876
un3,69.8,,1,74.5,1,,un,Control,1,0,71.339
us2,20.2,,1,28.4,1,,us,Overstory Thin Only,1,0,60.895
un3,9.6,,1,11.6,1,,un,Control,1,0,8.371
us2,71.2,,1,73.4,1,,us,Overstory Thin Only,1,0,122.016
un3,11.7,,1,11.3,1,,un,Control,1,0,11.825
un3,15,,1,16,1,,un,Control,1,0,9.008
un3,74.3,,1,78.3,1,,un,Control,1,0,49.223
us2,13.8,,1,18.2,1,,us,Overstory Thin Only,1,0,144.577
un3,63.9,,1,66.6,2,3,un,Control,1,1,35.121
un3,44.8,,1,46.2,1,,un,Control,1,0,5.669
un3,23.2,,1,23.8,1,,un,Control,1,0,20.646
un3,8.2,,1,8.5,2,1,un,Control,1,1,5.148
un3,83.8,,1,85,2,1,un,Control,1,1,3.634
un3,20.1,,1,21,1,,un,Control,1,0,25.293
un3,41.8,,1,43.5,1,,un,Control,1,0,98.057
un3,9,,1,10.2,1,,un,Control,1,0,12.154
un3,39,,1,39.9,1,,un,Control,1,0,24.56
un3,119.2,,1,118.8,1,,un,Control,1,0,43.429
us2,21.3,,1,26.1,1,,us,Overstory Thin Only,1,0,13.19
us2,35.5,,1,42.7,1,,us,Overstory Thin Only,1,0,33.259
un3,29.2,,1,29.2,2,2,un,Control,1,1,14.403
un3,27.7,,1,31,1,,un,Control,1,0,5.915
un3,74.1,,1,77.8,1,,un,Control,1,0,45.855
un3,18.7,,1,22.4,1,,un,Control,1,0,28.02
un3,20,,1,20.7,2,2,un,Control,1,1,2.37
us2,18.1,,1,23,1,,us,Overstory Thin Only,1,0,46.748
us2,10.1,,1,11.6,2,1,us,Overstory Thin Only,1,1,23.422
un3,10.7,,1,10.9,2,1,un,Control,1,1,2.352
us2,12.4,,1,17.4,1,,us,Overstory Thin Only,1,0,94.223
un3,6.2,,1,6.9,2,1,un,Control,1,1,6.862
un3,13,,1,13.7,2,2,un,Control,1,1,6.86
un3,15.7,,1,16.8,2,1,un,Control,1,1,3.545
us2,28.9,,1,31.6,2,1,us,Overstory Thin Only,1,1,25.92
un3,7.3,,1,6.9,2,1,un,Control,1,1,24.076
un3,8.8,,1,9.5,2,1,un,Control,1,1,74.769
un3,7.3,,1,8,1,,un,Control,1,0,25.597
un3,10,,1,10.5,2,1,un,Control,1,1,19.329
un3,12.5,,1,13.2,2,1,un,Control,1,1,9.565
un3,47,,1,48.1,1,,un,Control,1,0,33.267
us2,196.5,,1,195.7,2,2,us,Overstory Thin Only,1,1,64.295
us2,8.9,,1,12.8,1,,us,Overstory Thin Only,1,0,15.171
un3,13,,1,13.7,2,1,un,Control,1,1,3.493
un3,33.6,,1,36.3,1,,un,Control,1,0,25.279
un3,21.5,,1,22.3,1,,un,Control,1,0,11.271
un3,37.2,,1,38.3,2,1,un,Control,1,1,42.297
un3,34.4,,1,36.2,1,,un,Control,1,0,8.614
un3,55.6,,1,60.7,1,,un,Control,1,0,15.976
un3,28.9,,1,30.8,1,,un,Control,1,0,11.397
un3,9.1,,1,9.1,1,,un,Control,1,0,9.387
un3,19.9,,1,23.6,1,,un,Control,1,0,30.935
un3,9.4,,1,9.2,2,2,un,Control,1,1,4.243
un3,22,,1,24.9,1,,un,Control,1,0,15.535
un3,10.4,,1,16,1,,un,Control,1,0,16.002
un3,49.9,,1,55.1,1,,un,Control,1,0,65.816
un3,23.4,,1,26.2,1,,un,Control,1,0,10.741
un3,23.4,,1,26.2,1,,un,Control,1,0,20.21
un3,5.5,,1,5.7,2,1,un,Control,1,1,26.59
un3,68.5,,1,69.9,2,1,un,Control,1,1,70.335
un3,32.8,,1,36.1,1,,un,Control,1,0,11.725
un3,56.2,,1,60.5,1,,un,Control,1,0,177.008
un3,10.8,,1,11.5,1,,un,Control,1,0,4.066
un3,9.3,,1,9.7,1,,un,Control,1,0,36.087
un3,13.1,,1,14.5,1,,un,Control,1,0,16.179
un3,22,,1,26.3,1,,un,Control,1,0,26.562
un3,5.6,,1,5.9,1,,un,Control,1,0,5.238
us2,29.4,,1,32.8,1,,us,Overstory Thin Only,1,0,94.531
un3,5.5,,1,6.2,1,,un,Control,1,0,15.042
un3,35.9,,1,35.9,1,,un,Control,1,0,55.639
un3,13.9,,1,17.1,1,,un,Control,1,0,23.147
un3,41.8,,1,40.7,2,2,un,Control,1,1,1.38
un3,119.6,,1,117.5,1,,un,Control,1,0,52.832
un3,11.9,,1,11.8,1,,un,Control,1,0,1.242
un3,27.7,,1,27.8,2,2,un,Control,1,1,16.181
un3,30.4,,1,31.3,1,,un,Control,1,0,18.57
un3,60.2,,1,63,1,,un,Control,1,0,49.44
un3,24.5,,1,27.3,1,,un,Control,1,0,13.123
us2,7.8,,1,6.5,1,,us,Overstory Thin Only,1,0,22.987
un3,21.8,,1,23.4,1,,un,Control,1,0,46.8
un3,66.4,,1,69,1,,un,Control,1,0,89.705
us2,10.2,,1,14,1,,us,Overstory Thin Only,1,0,153.096
us2,26.8,,1,33.3,1,,us,Overstory Thin Only,1,0,155.494
un3,27,,1,31.6,1,,un,Control,1,0,10.065
un3,9.8,,1,11.4,1,,un,Control,1,0,9.065
un3,65.1,,1,70.5,1,,un,Control,1,0,114.404
us2,8.5,,1,8.5,2,1,us,Overstory Thin Only,1,1,38.005
un3,40,,1,44,1,,un,Control,1,0,48.77
us2,31.4,,1,41.5,1,,us,Overstory Thin Only,1,0,144.254
un3,14.8,,1,16.8,1,,un,Control,1,0,11.851
un3,10.2,,1,11.4,1,,un,Control,1,0,22.453
us2,20.1,,1,30.3,1,,us,Overstory Thin Only,1,0,38.475
un3,19,,1,21.3,1,,un,Control,1,0,15.754
un3,50.9,,1,50.1,2,3,un,Control,1,1,36.607
un3,76.5,,1,78.3,1,,un,Control,1,0,41.245
un3,13.8,,1,14,2,1,un,Control,1,1,9.945
us2,10.4,,1,14.3,1,,us,Overstory Thin Only,1,0,17.682
un3,6.8,,1,7.3,2,1,un,Control,1,1,9.526
