Plot,DBH_11,DC_2011,Status_2011,DBH_17,Status_2017,DC_2017,Treatment,Treatment_Title,count,DDD,Growing.Space
bn1,37.2,,1,37.4,2,2,bn,Burn/No Thin,1,1,33.036
bn1,9.5,,1,10.5,1,,bn,Burn/No Thin,1,0,18.893
bn1,21.7,,1,23.9,1,,bn,Burn/No Thin,1,0,4.016
bn1,164.6,,1,161.3,2,4,bn,Burn/No Thin,1,1,12.912
bn1,11.2,,1,11.9,2,1,bn,Burn/No Thin,1,1,2.962
bn1,16.6,,1,17.3,1,,bn,Burn/No Thin,1,0,25.211
bs1,29.1,,1,30.8,1,,bs,Burn/Overstory Thin,1,0,86.395
bn1,8.5,,1,8.2,2,2,bn,Burn/No Thin,1,1,12.936
bn1,15.5,,1,16.8,1,,bn,Burn/No Thin,1,0,3.622
bn1,41.9,,1,44,2,1,bn,Burn/No Thin,1,1,62.447
bn1,26.3,,1,31.5,1,,bn,Burn/No Thin,1,0,42.763
bn1,96.9,,1,100,2,1,bn,Burn/No Thin,1,1,5.443
bn1,59.7,,1,60.7,1,,bn,Burn/No Thin,1,0,19.68
bn1,9.1,,1,13.1,1,,bn,Burn/No Thin,1,0,27.715
bn1,34.5,,1,37.4,1,,bn,Burn/No Thin,1,0,16.413
bn1,7.7,,1,8.4,1,,bn,Burn/No Thin,1,0,8.433
bn1,8.1,,1,10.1,1,,bn,Burn/No Thin,1,0,27.36
bn1,37,,1,39.2,1,,bn,Burn/No Thin,1,0,35.369
bn1,22.5,,1,23.9,1,,bn,Burn/No Thin,1,0,3.69
bn1,77.7,,1,81,2,1,bn,Burn/No Thin,1,1,5.735
bn1,69.9,,1,72.2,2,2,bn,Burn/No Thin,1,1,22.116
bn1,23.5,,1,23.1,2,3,bn,Burn/No Thin,1,1,9.849
bn1,22.7,,1,25.1,1,,bn,Burn/No Thin,1,0,7.796
bn1,36,,1,40,1,,bn,Burn/No Thin,1,0,9.754
bn1,16.9,,1,18.4,1,,bn,Burn/No Thin,1,0,7.268
bn1,5.4,,1,9.2,1,,bn,Burn/No Thin,1,0,2.539
bn1,11.3,,1,12,1,,bn,Burn/No Thin,1,0,32.21
bn1,30.6,,1,31.5,2,1,bn,Burn/No Thin,1,1,6.136
bn1,27.8,,1,26.3,1,,bn,Burn/No Thin,1,0,20.965
bn1,7.2,,1,8.3,1,,bn,Burn/No Thin,1,0,23.516
bn1,54.5,,1,54.6,2,5,bn,Burn/No Thin,1,1,5.253
bn1,50.8,,1,51.1,1,,bn,Burn/No Thin,1,0,51.389
bn1,64.7,,1,67.5,2,2,bn,Burn/No Thin,1,1,11.893
bn1,8.1,,1,9.7,1,,bn,Burn/No Thin,1,0,17.936
bn1,145.2,,1,147.3,2,1,bn,Burn/No Thin,1,1,36.265
bn1,20.8,,1,22,1,,bn,Burn/No Thin,1,0,10.673
bn1,74.8,,1,80,1,,bn,Burn/No Thin,1,0,52.642
bn1,78.6,,1,79.4,1,,bn,Burn/No Thin,1,0,22.62
bn1,45.3,,1,47.8,1,,bn,Burn/No Thin,1,0,47.637
bn1,44,,1,47.6,1,,bn,Burn/No Thin,1,0,122.735
bn1,6.8,,1,7.5,1,,bn,Burn/No Thin,1,0,7.742
bn1,36,,1,37.2,1,,bn,Burn/No Thin,1,0,9.344
bn1,9.9,,1,9.9,2,1,bn,Burn/No Thin,1,1,7.431
bn1,17.3,,1,19.6,1,,bn,Burn/No Thin,1,0,31.105
bn1,35.7,,1,57.2,1,,bn,Burn/No Thin,1,0,10.044
bn1,20.6,,1,21.2,1,,bn,Burn/No Thin,1,0,22.699
bn1,12,,1,12.7,1,,bn,Burn/No Thin,1,0,20.952
bn1,37.2,,1,38,2,1,bn,Burn/No Thin,1,1,10.476
bn1,69.7,,1,72,1,,bn,Burn/No Thin,1,0,47.12
bn1,26.4,,1,27.2,1,,bn,Burn/No Thin,1,0,32.482
bn1,32.2,,1,35.3,1,,bn,Burn/No Thin,1,0,24.231
bn1,22.5,,1,22.8,2,2,bn,Burn/No Thin,1,1,9.453
bn1,30.1,,1,31.1,2,1,bn,Burn/No Thin,1,1,35.452
bn1,54.2,,1,56.6,1,,bn,Burn/No Thin,1,0,12.119
bn1,57.5,,1,63.3,1,,bn,Burn/No Thin,1,0,17.854
bn1,12,,1,13.5,1,,bn,Burn/No Thin,1,0,14.813
bn1,8.8,,1,9,1,,bn,Burn/No Thin,1,0,15.797
bn1,10.8,,1,14.2,1,,bn,Burn/No Thin,1,0,74.678
bn1,7.8,,1,8.6,1,,bn,Burn/No Thin,1,0,8.482
bn1,29.3,,1,30.7,1,,bn,Burn/No Thin,1,0,4.929
bn1,8.7,,1,9.5,1,,bn,Burn/No Thin,1,0,58.889
bn1,16.3,,1,19.7,2,1,bn,Burn/No Thin,1,1,7.964
bn1,5.9,,1,6.1,2,1,bn,Burn/No Thin,1,1,5.6
bs1,32.4,,1,36.8,1,,bs,Burn/Overstory Thin,1,0,188.641
bs1,17.2,,1,20.5,1,,bs,Burn/Overstory Thin,1,0,81.191
bs1,21.6,,1,26.4,1,,bs,Burn/Overstory Thin,1,0,95.339
bs1,24.3,,1,28.5,1,,bs,Burn/Overstory Thin,1,0,6.411
bn1,21.2,,1,21.4,2,2,bn,Burn/No Thin,1,1,16.686
bn1,27,,1,30.8,1,,bn,Burn/No Thin,1,0,81.712
bs1,21.4,,1,21.3,2,2,bs,Burn/Overstory Thin,1,1,26.885
bs1,9.4,,1,12.6,1,,bs,Burn/Overstory Thin,1,0,15.32
bs1,32.8,,1,31.6,1,,bs,Burn/Overstory Thin,1,0,40.018
bs1,30.6,,1,33.2,1,,bs,Burn/Overstory Thin,1,0,48.954
bs1,20.1,,1,24,1,,bs,Burn/Overstory Thin,1,0,44.263
bs1,28.6,,1,30.9,1,,bs,Burn/Overstory Thin,1,0,17.483
bs1,16.7,,1,20.5,1,,bs,Burn/Overstory Thin,1,0,111.181
bs1,15.1,,1,19,1,,bs,Burn/Overstory Thin,1,0,16.62
un1,106.8,,1,107.5,1,,un,Control,1,0,73.463
un1,55.1,,1,56.4,2,1,un,Control,1,1,48.171
bn1,5.5,,1,5.9,2,1,bn,Burn/No Thin,1,1,1.583
bn1,21.1,,1,22.8,1,,bn,Burn/No Thin,1,0,9.938
bn1,38.2,,1,42.3,1,,bn,Burn/No Thin,1,0,45.499
bn1,5.3,,1,6,1,,bn,Burn/No Thin,1,0,10.355
bn1,9.2,,1,11.1,1,,bn,Burn/No Thin,1,0,3.82
bn1,20.9,,1,24.2,1,,bn,Burn/No Thin,1,0,9.738
bn1,7.8,,1,11.2,1,,bn,Burn/No Thin,1,0,8.887
bn1,11.9,,1,11.9,2,1,bn,Burn/No Thin,1,1,2.099
bn1,88.5,,1,91.2,1,,bn,Burn/No Thin,1,0,9.64
bn1,6.1,,1,6.2,1,,bn,Burn/No Thin,1,0,3.256
bn1,59.7,,1,61.6,2,1,bn,Burn/No Thin,1,1,19.158
bn1,5.6,,1,6,2,1,bn,Burn/No Thin,1,1,1.562
bn1,15.5,,1,16.3,1,,bn,Burn/No Thin,1,0,3.13
bn1,10.3,,1,10.7,1,,bn,Burn/No Thin,1,0,1.847
bn1,16,,1,18.5,1,,bn,Burn/No Thin,1,0,32.495
bn1,5.7,,1,6.2,1,,bn,Burn/No Thin,1,0,7.252
bn1,5.1,,1,5.2,2,1,bn,Burn/No Thin,1,1,1.326
bn1,8.9,,1,9.8,2,1,bn,Burn/No Thin,1,1,1.383
bn1,5.3,,1,5.7,1,,bn,Burn/No Thin,1,0,1.545
bn1,29.9,,1,30.9,1,,bn,Burn/No Thin,1,0,29.236
bn1,20.8,,1,22.1,1,,bn,Burn/No Thin,1,0,8.421
bn1,8,,1,8.5,1,,bn,Burn/No Thin,1,0,3.818
bn1,6.6,,1,6.5,2,1,bn,Burn/No Thin,1,1,3.156
bn1,21.4,,1,21.9,2,2,bn,Burn/No Thin,1,1,10.136
bn1,7.5,,1,11.1,2,3,bn,Burn/No Thin,1,1,4.933
bn1,24.1,,1,26,1,,bn,Burn/No Thin,1,0,2.46
bn1,66.2,,1,68,2,1,bn,Burn/No Thin,1,1,19.897
bn1,7.7,,1,7.9,1,,bn,Burn/No Thin,1,0,4.321
bn1,25.3,,1,28,1,,bn,Burn/No Thin,1,0,99.084
bn1,15.7,,1,17.5,1,,bn,Burn/No Thin,1,0,75.233
bn1,24.1,,1,25.4,2,2,bn,Burn/No Thin,1,1,16.331
bn1,60.8,,1,62.5,1,,bn,Burn/No Thin,1,0,6.584
bn1,8.3,,1,9.6,1,,bn,Burn/No Thin,1,0,8.202
bn1,18.1,,1,21.9,1,,bn,Burn/No Thin,1,0,41.145
bn1,5.1,,1,5.2,2,2,bn,Burn/No Thin,1,1,2.268
bn1,8.5,,1,8.8,1,,bn,Burn/No Thin,1,0,5.996
bn1,14.2,,1,15,2,1,bn,Burn/No Thin,1,1,7.383
bn1,24,,1,27.4,1,,bn,Burn/No Thin,1,0,17.165
bn1,12.5,,1,14,1,,bn,Burn/No Thin,1,0,16.11
bn1,22.8,,1,25.3,1,,bn,Burn/No Thin,1,0,17.359
bn1,12.2,,1,12.9,2,2,bn,Burn/No Thin,1,1,1.897
bn1,20.6,,1,22.3,2,1,bn,Burn/No Thin,1,1,10.977
bn1,27.5,,1,30.7,1,,bn,Burn/No Thin,1,0,3.876
bn1,15.7,,1,17.5,1,,bn,Burn/No Thin,1,0,5.731
bn1,68.3,,1,71.4,1,,bn,Burn/No Thin,1,0,6.846
bn1,11.9,,1,12.1,2,1,bn,Burn/No Thin,1,1,11.101
bn1,11.1,,1,11.9,2,1,bn,Burn/No Thin,1,1,5.365
bn1,33.8,,1,35,1,,bn,Burn/No Thin,1,0,10.936
bn1,40.9,,1,43.3,2,1,bn,Burn/No Thin,1,1,109.574
bn1,16.9,,1,16.2,1,,bn,Burn/No Thin,1,0,20.727
bn1,29.6,,1,31.8,1,,bn,Burn/No Thin,1,0,9.443
bn1,10,,1,11.6,1,,bn,Burn/No Thin,1,0,2.451
bn1,28.5,,1,32.1,1,,bn,Burn/No Thin,1,0,4.916
bn1,5,,1,5.3,2,2,bn,Burn/No Thin,1,1,2.379
bn1,10.4,,1,11.9,1,,bn,Burn/No Thin,1,0,6.643
bn1,5.3,,1,7.3,1,,bn,Burn/No Thin,1,0,33.815
bn1,17.5,,1,19.6,1,,bn,Burn/No Thin,1,0,19.023
bn1,7.2,,1,7.4,2,1,bn,Burn/No Thin,1,1,3.75
bn1,6.7,,1,7,2,1,bn,Burn/No Thin,1,1,4.156
bn1,24.1,,1,25.1,1,,bn,Burn/No Thin,1,0,2.89
bn1,55.4,,1,57.2,1,,bn,Burn/No Thin,1,0,21.831
bn1,15.2,,1,17.3,1,,bn,Burn/No Thin,1,0,15.351
bn1,19.5,,1,19.8,1,,bn,Burn/No Thin,1,0,17.828
bn1,30.7,,1,33.3,1,,bn,Burn/No Thin,1,0,12.741
bn1,17.6,,1,19.4,2,2,bn,Burn/No Thin,1,1,7.921
bn1,49.7,,1,53.1,1,,bn,Burn/No Thin,1,0,25.677
bn1,6.2,,1,7.8,1,,bn,Burn/No Thin,1,0,8.032
bn1,5.4,,1,6.1,1,,bn,Burn/No Thin,1,0,3.809
bn1,5.8,,1,6.5,1,,bn,Burn/No Thin,1,0,43.969
bn1,18.5,,1,18.4,1,,bn,Burn/No Thin,1,0,19.212
bn1,9.8,,1,12.3,1,,bn,Burn/No Thin,1,0,8.11
bn1,9.2,,1,13.2,1,,bn,Burn/No Thin,1,0,40.516
bn1,11.5,,1,17,1,,bn,Burn/No Thin,1,0,100.055
bn1,31.2,,1,30.3,1,,bn,Burn/No Thin,1,0,3.278
bn1,55.9,,1,59,1,,bn,Burn/No Thin,1,0,5.565
bn1,10.4,,1,11.7,1,,bn,Burn/No Thin,1,0,1.364
bn1,5.3,,1,5.7,1,,bn,Burn/No Thin,1,0,19.009
bn1,9.2,,1,11,1,,bn,Burn/No Thin,1,0,28.779
bn1,10.2,,1,11.2,1,,bn,Burn/No Thin,1,0,5.401
bn1,15.3,,1,16.5,1,,bn,Burn/No Thin,1,0,12.459
bn1,16.4,,1,17.3,1,,bn,Burn/No Thin,1,0,11.526
bn1,14.3,,1,15,1,,bn,Burn/No Thin,1,0,20.706
bn1,6.2,,1,7.5,1,,bn,Burn/No Thin,1,0,37.576
bn1,14.9,,1,17.3,1,,bn,Burn/No Thin,1,0,5.304
bs1,33.1,,1,44.2,1,,bs,Burn/Overstory Thin,1,0,37.174
bn1,9.5,,1,12.1,1,,bn,Burn/No Thin,1,0,0.818
bn1,160.2,,1,161.8,1,,bn,Burn/No Thin,1,0,12.839
bn1,60.3,,1,68.1,1,,bn,Burn/No Thin,1,0,32.212
bn1,121.8,,1,123.1,2,2,bn,Burn/No Thin,1,1,30.193
bn1,6,,1,6.5,1,,bn,Burn/No Thin,1,0,35.031
bn1,12.4,,1,11.9,2,1,bn,Burn/No Thin,1,1,31.173
bn1,24.9,,1,26.7,1,,bn,Burn/No Thin,1,0,27.798
bn1,5.6,,1,7,1,,bn,Burn/No Thin,1,0,41.872
bn1,6,,1,6.8,1,,bn,Burn/No Thin,1,0,19.255
bn1,20.6,,1,21.4,1,,bn,Burn/No Thin,1,0,10.069
bn1,5.6,,1,6.6,1,,bn,Burn/No Thin,1,0,16.371
bn1,13.1,,1,14.1,1,,bn,Burn/No Thin,1,0,3.778
bn1,26.2,,1,30.4,1,,bn,Burn/No Thin,1,0,29.566
bn1,7,,1,10,2,1,bn,Burn/No Thin,1,1,5.734
bn1,7.2,,1,6.1,1,,bn,Burn/No Thin,1,0,15.425
bn1,17.2,,1,19.6,1,,bn,Burn/No Thin,1,0,10.145
bn1,31.1,,1,32.2,1,,bn,Burn/No Thin,1,0,29.802
bn1,150.4,,1,147.9,2,2,bn,Burn/No Thin,1,1,5.92
bn1,16.1,,1,18.4,1,,bn,Burn/No Thin,1,0,5.859
bn1,44.8,,1,47.8,1,,bn,Burn/No Thin,1,0,30.482
bn1,115.1,,1,120.6,1,,bn,Burn/No Thin,1,0,18.066
bn1,30.8,,1,32.8,1,,bn,Burn/No Thin,1,0,12.441
bn1,55.6,,1,56.6,2,3,bn,Burn/No Thin,1,1,10.871
bs1,62.4,,1,66.5,2,1,bs,Burn/Overstory Thin,1,1,41.863
bn1,20.8,,1,24.2,1,,bn,Burn/No Thin,1,0,42.231
bs1,36.4,,1,38.8,2,1,bs,Burn/Overstory Thin,1,1,132.893
bs1,39.2,,1,44.3,1,,bs,Burn/Overstory Thin,1,0,168.639
bn1,21.5,,1,26.4,1,,bn,Burn/No Thin,1,0,42.16
bn1,24,,1,24.6,1,,bn,Burn/No Thin,1,0,18.293
bn1,12.6,,1,15,1,,bn,Burn/No Thin,1,0,40.93
bs1,25.2,,1,25.7,1,,bs,Burn/Overstory Thin,1,0,32.629
bn1,27.5,,1,34.1,1,,bn,Burn/No Thin,1,0,5.849
bn1,30.5,,1,35.4,1,,bn,Burn/No Thin,1,0,21.245
bn1,17.5,,1,19.2,1,,bn,Burn/No Thin,1,0,68.35
bn1,8.1,,1,7.5,1,,bn,Burn/No Thin,1,0,7.808
bn1,6.5,,1,6.3,1,,bn,Burn/No Thin,1,0,21.186
bn1,22.2,,1,22.6,2,2,bn,Burn/No Thin,1,1,8.513
bn1,39.7,,1,43.4,1,,bn,Burn/No Thin,1,0,33.921
bn1,18.3,,1,18.6,1,,bn,Burn/No Thin,1,0,7.638
bn1,21.7,,1,24.2,1,,bn,Burn/No Thin,1,0,21.085
bn1,97.1,,1,104.2,1,,bn,Burn/No Thin,1,0,21.762
bn1,8.2,,1,10.1,1,,bn,Burn/No Thin,1,0,24.91
bn1,44.2,,1,46.4,1,,bn,Burn/No Thin,1,0,14.784
bn1,8.2,,1,10.2,1,,bn,Burn/No Thin,1,0,35.281
bn1,82.9,,1,86.2,2,2,bn,Burn/No Thin,1,1,4.511
bn1,95.9,,1,97.3,1,,bn,Burn/No Thin,1,0,82.954
bn1,26.4,,1,28.3,1,,bn,Burn/No Thin,1,0,11.325
bs1,29.4,,1,37,1,,bs,Burn/Overstory Thin,1,0,83.76
bn1,37.2,,1,43.2,1,,bn,Burn/No Thin,1,0,47.084
bn1,84.3,,1,85.7,1,,bn,Burn/No Thin,1,0,4.915
bn1,37.2,,1,39.2,1,,bn,Burn/No Thin,1,0,12.928
bn1,29.2,,1,33.2,1,,bn,Burn/No Thin,1,0,19.692
bn1,17.3,,1,19.4,1,,bn,Burn/No Thin,1,0,2.123
bn1,119.3,,1,127.5,2,2,bn,Burn/No Thin,1,1,5.038
bn1,22.9,,1,24.3,1,,bn,Burn/No Thin,1,0,13.6
bn1,81.9,,1,85.3,1,,bn,Burn/No Thin,1,0,3.096
bn1,23.2,,1,26.9,1,,bn,Burn/No Thin,1,0,5.043
bn1,4.9,,1,4.7,2,2,bn,Burn/No Thin,1,1,30.265
bn1,18,,1,18.4,1,,bn,Burn/No Thin,1,0,1.42
bn1,83.8,,1,85.2,1,,bn,Burn/No Thin,1,0,59.361
bn1,16,,1,19.4,1,,bn,Burn/No Thin,1,0,19.883
bn1,14.4,,1,14.8,1,,bn,Burn/No Thin,1,0,1.101
bn1,28.7,,1,29.5,1,,bn,Burn/No Thin,1,0,40.405
bn1,11.3,,1,14,1,,bn,Burn/No Thin,1,0,20.379
bn1,13.7,,1,15.7,1,,bn,Burn/No Thin,1,0,12.884
bn1,17.6,,1,18.5,1,,bn,Burn/No Thin,1,0,1.757
bn1,70.7,,1,74.4,1,,bn,Burn/No Thin,1,0,12.449
bs1,52.9,,1,57.4,2,1,bs,Burn/Overstory Thin,1,1,55.83
bn1,67.4,,1,67.4,2,3,bn,Burn/No Thin,1,1,15.005
bn1,16,,1,16.4,1,,bn,Burn/No Thin,1,0,19.056
bn1,64.8,,1,66.4,2,2,bn,Burn/No Thin,1,1,18.736
bn1,82.6,,1,85.6,2,2,bn,Burn/No Thin,1,1,6.275
bn1,108.5,,1,112.2,1,,bn,Burn/No Thin,1,0,12.513
bn1,49.2,,1,52.2,1,,bn,Burn/No Thin,1,0,2.114
bn1,25.2,,1,28,1,,bn,Burn/No Thin,1,0,2.193
bn1,6.6,,1,7.7,1,,bn,Burn/No Thin,1,0,31.13
bn1,56.6,,1,59.7,1,,bn,Burn/No Thin,1,0,29.433
bs1,24.7,,1,32.2,1,,bs,Burn/Overstory Thin,1,0,67.859
bn1,8.9,,1,9.2,1,,bn,Burn/No Thin,1,0,4.571
bn1,10.3,,1,11.5,1,,bn,Burn/No Thin,1,0,5.868
bn1,57.8,,1,59.8,1,,bn,Burn/No Thin,1,0,19.966
bn1,12.2,,1,13.1,1,,bn,Burn/No Thin,1,0,1.301
bn1,5.7,,1,6.5,1,,bn,Burn/No Thin,1,0,8.651
bn1,13,,1,14.2,1,,bn,Burn/No Thin,1,0,7.842
bn1,65.9,,1,68.7,1,,bn,Burn/No Thin,1,0,20.953
bn1,36,,1,36.4,2,2,bn,Burn/No Thin,1,1,10.826
bn1,5.7,,1,7.3,1,,bn,Burn/No Thin,1,0,7.539
bn1,6,,1,5,2,1,bn,Burn/No Thin,1,1,13.12
bn1,7.2,,1,8.6,1,,bn,Burn/No Thin,1,0,6.622
bn1,22,,1,25.3,1,,bn,Burn/No Thin,1,0,43.05
bn1,5.5,,1,8.2,1,,bn,Burn/No Thin,1,0,2.914
bn1,6.7,,1,6.6,2,2,bn,Burn/No Thin,1,1,2.482
bn1,40.5,,1,44.4,1,,bn,Burn/No Thin,1,0,31.638
bn1,25.2,,1,27.3,1,,bn,Burn/No Thin,1,0,16.426
bn1,43.4,,1,45.2,2,2,bn,Burn/No Thin,1,1,39.55
bn1,28.9,,1,30.3,1,,bn,Burn/No Thin,1,0,69.715
bn1,33.3,,1,37,1,,bn,Burn/No Thin,1,0,21.645
bn1,25.7,,1,26.8,1,,bn,Burn/No Thin,1,0,14.198
bn1,10.9,,1,11.3,1,,bn,Burn/No Thin,1,0,33.992
bn1,18.1,,1,18.2,2,2,bn,Burn/No Thin,1,1,69.309
bn1,134.2,,1,135,2,3,bn,Burn/No Thin,1,1,21.616
bn1,7.3,,1,6.7,2,1,bn,Burn/No Thin,1,1,3.68
bn1,33.3,,1,35.4,1,,bn,Burn/No Thin,1,0,29.02
bn1,33,,1,37.8,1,,bn,Burn/No Thin,1,0,26.789
bn1,7,,1,8.8,1,,bn,Burn/No Thin,1,0,24.518
bn1,26,,1,29.2,1,,bn,Burn/No Thin,1,0,21.688
bn1,29.7,,1,32.5,1,,bn,Burn/No Thin,1,0,9.558
bn1,47.6,,1,51.3,1,,bn,Burn/No Thin,1,0,35.388
bn1,28.6,,1,35.1,1,,bn,Burn/No Thin,1,0,76.381
bn1,16.2,,1,16.8,2,2,bn,Burn/No Thin,1,1,8.482
bn1,19.9,,1,21.7,1,,bn,Burn/No Thin,1,0,7.445
bn1,5.9,,1,6.2,1,,bn,Burn/No Thin,1,0,16.817
bn1,111.7,,1,113.5,1,,bn,Burn/No Thin,1,0,87.286
bn1,30.4,,1,33.3,1,,bn,Burn/No Thin,1,0,24.293
bn1,84.1,,1,84.7,2,2,bn,Burn/No Thin,1,1,26.316
bn1,7,,1,8.2,1,,bn,Burn/No Thin,1,0,21.225
bn1,5.8,,1,7.2,1,,bn,Burn/No Thin,1,0,18.024
bn1,18.3,,1,20.1,1,,bn,Burn/No Thin,1,0,17.782
bn1,42.3,,1,46.5,1,,bn,Burn/No Thin,1,0,22.794
bn1,6.7,,1,8.1,2,2,bn,Burn/No Thin,1,1,23.158
bn1,27.3,,1,29.4,1,,bn,Burn/No Thin,1,0,3.464
bn1,7.1,,1,8.6,1,,bn,Burn/No Thin,1,0,16.406
bn1,9.1,,1,7.8,2,2,bn,Burn/No Thin,1,1,7.073
bn1,30.2,,1,31.4,1,,bn,Burn/No Thin,1,0,8.461
bn1,16,,1,15.7,2,1,bn,Burn/No Thin,1,1,4.819
bn1,12.3,,1,13.8,1,,bn,Burn/No Thin,1,0,2.524
bn1,23.6,,1,25.8,1,,bn,Burn/No Thin,1,0,10.482
bn1,64.9,,1,68.7,1,,bn,Burn/No Thin,1,0,14.868
bn1,36.5,,1,39.5,2,2,bn,Burn/No Thin,1,1,18.097
bn1,60.6,,1,64.3,1,,bn,Burn/No Thin,1,0,22.278
bn1,24.7,,1,26.3,1,,bn,Burn/No Thin,1,0,31.502
bn1,151.3,,1,155.6,2,1,bn,Burn/No Thin,1,1,20.115
bn1,7.9,,1,8.2,1,,bn,Burn/No Thin,1,0,6.681
bn1,19.8,,1,20.9,1,,bn,Burn/No Thin,1,0,3.306
bn1,8.9,,1,12.4,1,,bn,Burn/No Thin,1,0,16.763
bn1,85.3,,1,89.5,1,,bn,Burn/No Thin,1,0,67.4
bn1,124.9,,1,126,2,2,bn,Burn/No Thin,1,1,57.245
bn1,15.2,,1,11.8,2,1,bn,Burn/No Thin,1,1,3.46
bn1,19.4,,1,19.7,1,,bn,Burn/No Thin,1,0,3.788
bn1,47.9,,1,51.5,1,,bn,Burn/No Thin,1,0,8.906
bn1,38.4,,1,40.9,1,,bn,Burn/No Thin,1,0,1.457
bn1,7.5,,1,7.8,2,2,bn,Burn/No Thin,1,1,0.796
bn1,20.2,,1,22.4,1,,bn,Burn/No Thin,1,0,27.031
bn1,52.7,,1,55.3,1,,bn,Burn/No Thin,1,0,26.256
bn1,21.8,,1,25.1,1,,bn,Burn/No Thin,1,0,11.974
bn1,8.9,,1,10.9,1,,bn,Burn/No Thin,1,0,17.982
bn1,26.3,,1,21,2,3,bn,Burn/No Thin,1,1,15.02
bn1,40.8,,1,42.4,1,,bn,Burn/No Thin,1,0,6.89
bn1,52.5,,1,55.5,1,,bn,Burn/No Thin,1,0,6.685
bn1,23.2,,1,26.8,1,,bn,Burn/No Thin,1,0,77.386
bn1,18.2,,1,21.3,2,1,bn,Burn/No Thin,1,1,6.78
bn1,43.8,,1,44.5,1,,bn,Burn/No Thin,1,0,17.959
bn1,43.7,,1,45.1,1,,bn,Burn/No Thin,1,0,28.085
bn1,9,,1,10.1,2,1,bn,Burn/No Thin,1,1,12.53
bn1,16.5,,1,16.8,1,,bn,Burn/No Thin,1,0,24.247
bn1,29.7,,1,31.5,1,,bn,Burn/No Thin,1,0,11.289
bn1,11.2,,1,13,1,,bn,Burn/No Thin,1,0,24.438
bn1,11.6,,1,13.6,1,,bn,Burn/No Thin,1,0,7.163
bn1,20.4,,1,24.1,1,,bn,Burn/No Thin,1,0,25.278
bn1,25.3,,1,26.5,1,,bn,Burn/No Thin,1,0,4.431
bn1,24.7,,1,28.5,1,,bn,Burn/No Thin,1,0,5.156
bn1,19.3,,1,21.9,1,,bn,Burn/No Thin,1,0,6.896
bn1,29.1,,1,32.9,1,,bn,Burn/No Thin,1,0,15.732
bn1,22.9,,1,25,1,,bn,Burn/No Thin,1,0,1.759
bn1,35.9,,1,35.3,1,,bn,Burn/No Thin,1,0,12.198
bn1,12.2,,1,13.5,1,,bn,Burn/No Thin,1,0,5.436
bn1,43.5,,1,44.3,1,,bn,Burn/No Thin,1,0,15.91
bn1,6.4,,1,6.8,1,,bn,Burn/No Thin,1,0,2.868
bn1,7.1,,1,7.5,1,,bn,Burn/No Thin,1,0,6.96
bn1,14,,1,15.5,2,1,bn,Burn/No Thin,1,1,27.213
bn1,13,,1,14.2,1,,bn,Burn/No Thin,1,0,31.955
bn1,23.9,,1,25.4,1,,bn,Burn/No Thin,1,0,9.561
bn1,15.6,,1,17.4,1,,bn,Burn/No Thin,1,0,25.61
bn1,48.4,,1,53.5,1,,bn,Burn/No Thin,1,0,18.3
bn1,9.5,,1,9.7,1,,bn,Burn/No Thin,1,0,3.788
bn1,6.2,,1,8.2,1,,bn,Burn/No Thin,1,0,30.805
bn1,78,,1,75,2,1,bn,Burn/No Thin,1,1,23.822
bn1,14.5,,1,15.5,1,,bn,Burn/No Thin,1,0,34.892
bn1,14.8,,1,15.1,1,,bn,Burn/No Thin,1,0,11.538
bn1,19.4,,1,21,1,,bn,Burn/No Thin,1,0,5.338
bn1,15.5,,1,16.4,2,1,bn,Burn/No Thin,1,1,26.449
bn1,21.8,,1,21.9,1,,bn,Burn/No Thin,1,0,12.633
bn1,88.4,,1,89.5,2,2,bn,Burn/No Thin,1,1,9.229
bn1,8.1,,1,9.4,1,,bn,Burn/No Thin,1,0,14.716
bn1,6.8,,1,10.4,2,2,bn,Burn/No Thin,1,1,2.702
bn1,52.7,,1,58.2,1,,bn,Burn/No Thin,1,0,6.524
bn1,10.3,,1,12,1,,bn,Burn/No Thin,1,0,20.921
bn1,25.2,,1,25.7,1,,bn,Burn/No Thin,1,0,4.319
bn1,9.9,,1,8.2,1,,bn,Burn/No Thin,1,0,7.434
bn1,10.1,,1,13.3,1,,bn,Burn/No Thin,1,0,5.452
bn1,10.4,,1,11,2,1,bn,Burn/No Thin,1,1,6.854
bn1,8.5,,1,9.8,1,,bn,Burn/No Thin,1,0,30.108
bn1,15.8,,1,18,1,,bn,Burn/No Thin,1,0,28.204
bn1,14.7,,1,16.3,1,,bn,Burn/No Thin,1,0,3.119
bn1,74.9,,1,74.9,2,2,bn,Burn/No Thin,1,1,14.218
bn1,27.4,,1,30.7,1,,bn,Burn/No Thin,1,0,3.573
bn1,18.4,,1,21.2,1,,bn,Burn/No Thin,1,0,2.681
bn1,24.8,,1,26.5,1,,bn,Burn/No Thin,1,0,7.306
bn1,8.8,,1,9.6,2,1,bn,Burn/No Thin,1,1,11.125
bn1,6.1,,1,7.1,1,,bn,Burn/No Thin,1,0,4.768
bn1,5.4,,1,6.5,1,,bn,Burn/No Thin,1,0,12.777
bn1,6,,1,8.7,1,,bn,Burn/No Thin,1,0,52.08
bn1,34,,1,37.3,1,,bn,Burn/No Thin,1,0,28.209
