Plot,DBH_Pre,Status,Decay.Class,year,decay_post,consumed,Burn
bc2,23,2,3,2002,3,0,First Burn
bc2,12,2,3,2002,3,0,First Burn
bc3,9,2,3,2002,3,0,First Burn
bc3,13,2,3,2002,3,0,First Burn
bn1,6,2,3,2002,3,0,First Burn
bn1,55,2,3,2002,3,0,First Burn
bn1,39,2,3,2002,3,0,First Burn
bn2,79,2,3,2002,3,0,First Burn
bn3,106,2,3,2002,3,0,First Burn
bs1,51,2,3,2002,3,0,First Burn
bs1,86.7,2,3,2002,3,0,First Burn
bs2,75.4,2,3,2002,3,0,First Burn
bs3,19,2,3,2002,3,0,First Burn
bs3,14,2,3,2002,3,0,First Burn
bc1,54.8,2,3,2002,3,0,First Burn
bc1,125.1,2,3,2002,3,0,First Burn
bc1,82.5,2,3,2002,3,0,First Burn
bc1,75,2,3,2002,3,0,First Burn
bc1,119.3,2,3,2002,3,0,First Burn
bc1,8.8,2,3,2002,3,0,First Burn
bc1,40.4,2,3,2002,3,0,First Burn
bc1,104.6,2,3,2002,3,0,First Burn
bc1,120.2,2,3,2002,3,0,First Burn
bc2,131,2,3,2002,3,0,First Burn
bc2,76,2,3,2002,3,0,First Burn
bc2,133,2,3,2002,3,0,First Burn
bc2,18,2,3,2002,3,0,First Burn
bc2,27,2,3,2002,3,0,First Burn
bc2,14,2,3,2002,3,0,First Burn
bc2,87,2,3,2002,3,0,First Burn
bc2,154,2,3,2002,3,0,First Burn
bc2,40,2,3,2002,3,0,First Burn
bc2,32,2,3,2002,3,0,First Burn
bc2,13,2,3,2002,3,0,First Burn
bc2,82,2,3,2002,3,0,First Burn
bc2,133,2,3,2002,3,0,First Burn
bc2,23,2,3,2002,3,0,First Burn
bc2,8,2,3,2002,3,0,First Burn
bc2,74,2,3,2002,3,0,First Burn
bc2,202,2,3,2002,3,0,First Burn
bc2,8,2,3,2002,3,0,First Burn
bc2,100,2,3,2002,3,0,First Burn
bc3,99,2,3,2002,3,0,First Burn
bc3,118,2,3,2002,3,0,First Burn
bc3,107,2,3,2002,3,0,First Burn
bc3,118,2,3,2002,3,0,First Burn
bn1,28,2,3,2002,3,0,First Burn
bn1,14,2,3,2002,3,0,First Burn
bn1,71,2,2,2002,3,0,First Burn
bn1,97,2,3,2002,3,0,First Burn
bn1,8,2,3,2002,3,0,First Burn
bn1,80,2,2,2002,3,0,First Burn
bn1,119,2,2,2002,3,0,First Burn
bn1,9,2,3,2002,3,0,First Burn
bn1,111,2,3,2002,3,0,First Burn
bn1,98,2,3,2002,3,0,First Burn
bn1,8,2,3,2002,3,0,First Burn
bn1,128,2,2,2002,3,0,First Burn
bn2,62,2,3,2002,3,0,First Burn
bn2,25,2,2,2002,3,0,First Burn
bn2,28,2,2,2002,3,0,First Burn
bn2,49,2,3,2002,3,0,First Burn
bn2,81,2,3,2002,3,0,First Burn
bn2,64,2,3,2002,3,0,First Burn
bn2,38,2,3,2002,3,0,First Burn
bn2,78,2,3,2002,3,0,First Burn
bn2,12,2,3,2002,3,0,First Burn
bn2,22,2,3,2002,3,0,First Burn
bn2,105,2,3,2002,3,0,First Burn
bn2,153,2,3,2002,3,0,First Burn
bn2,55,2,1,2002,3,0,First Burn
bn2,35,2,1,2002,3,0,First Burn
bn2,14,2,1,2002,3,0,First Burn
bn2,51,2,3,2002,3,0,First Burn
bn2,36,2,3,2002,3,0,First Burn
bn2,100,2,3,2002,3,0,First Burn
bn2,35,2,2,2002,3,0,First Burn
bn2,179,2,2,2002,3,0,First Burn
bn2,34,2,2,2002,3,0,First Burn
bn2,14,2,2,2002,3,0,First Burn
bn2,12,2,2,2002,3,0,First Burn
bn2,93,2,1,2002,3,0,First Burn
bn2,73,2,1,2002,3,0,First Burn
bn2,78,2,3,2002,3,0,First Burn
bn2,117,2,3,2002,3,0,First Burn
bn3,33,2,3,2002,3,0,First Burn
bn3,36,2,3,2002,3,0,First Burn
bn3,34,2,3,2002,3,0,First Burn
bn3,78,2,3,2002,3,0,First Burn
bn3,34,2,3,2002,3,0,First Burn
bn3,42,2,2,2002,3,0,First Burn
bn3,50,2,3,2002,3,0,First Burn
bn3,113,2,3,2002,3,0,First Burn
bn3,15,2,3,2002,3,0,First Burn
bn3,75,2,3,2002,3,0,First Burn
bn3,59,2,3,2002,3,0,First Burn
bn3,43,2,2,2002,3,0,First Burn
bn3,120,2,3,2002,3,0,First Burn
bn3,31,2,3,2002,3,0,First Burn
bn3,40,2,3,2002,3,0,First Burn
bn3,76,2,3,2002,3,0,First Burn
bn3,81,2,3,2002,3,0,First Burn
bn3,109,2,2,2002,3,0,First Burn
bn3,77,2,2,2002,3,0,First Burn
bn3,36,2,3,2002,3,0,First Burn
bn3,22,2,3,2002,3,0,First Burn
bn3,164,2,2,2002,3,0,First Burn
bn3,69,2,3,2002,3,0,First Burn
bn3,68,2,3,2002,3,0,First Burn
bn3,96,2,3,2002,3,0,First Burn
bs1,83.1,2,1,2002,3,0,First Burn
bs1,48.3,2,2,2002,3,0,First Burn
bs1,68.6,2,1,2002,3,0,First Burn
bs1,24.5,2,1,2002,3,0,First Burn
bs1,61.5,2,1,2002,3,0,First Burn
bs1,38.8,2,2,2002,3,0,First Burn
bs1,158.2,2,3,2002,3,0,First Burn
bs1,32.2,2,3,2002,3,0,First Burn
bs1,12.4,2,1,2002,3,0,First Burn
bs1,41.6,2,1,2002,3,0,First Burn
bs1,38.6,2,1,2002,3,0,First Burn
bs1,36.5,2,3,2002,3,0,First Burn
bs1,19,2,1,2002,3,0,First Burn
bs1,26.6,2,2,2002,3,0,First Burn
bs1,8.5,2,1,2002,3,0,First Burn
bs1,44.3,2,3,2002,3,0,First Burn
bs1,55.9,2,2,2002,3,0,First Burn
bs1,83.2,2,3,2002,3,0,First Burn
bs1,23.6,2,1,2002,3,0,First Burn
bs1,14.9,2,2,2002,3,0,First Burn
bs1,67,2,3,2002,3,0,First Burn
bs1,21.3,2,3,2002,3,0,First Burn
bs1,35.5,2,3,2002,3,0,First Burn
bs1,67.9,2,3,2002,3,0,First Burn
bs1,12.7,2,3,2002,3,0,First Burn
bs1,117.7,2,3,2002,3,0,First Burn
bs1,11,2,2,2002,3,0,First Burn
bs1,112,2,2,2002,3,0,First Burn
bs1,120.9,2,1,2002,3,0,First Burn
bs1,18.3,2,1,2002,3,0,First Burn
bs1,15.5,2,1,2002,3,0,First Burn
bs1,88.9,2,1,2002,3,0,First Burn
bs1,65,2,2,2002,3,0,First Burn
bs1,8.7,2,3,2002,3,0,First Burn
bs2,78.8,2,2,2002,3,0,First Burn
bs2,56,2,2,2002,3,0,First Burn
bs2,10.2,2,1,2002,3,0,First Burn
bs2,111.5,2,1,2002,3,0,First Burn
bs2,74.9,2,1,2002,3,0,First Burn
bs2,115.8,2,1,2002,3,0,First Burn
bs2,66.8,2,2,2002,3,0,First Burn
bs2,151.4,2,1,2002,3,0,First Burn
bs2,95,2,3,2002,3,0,First Burn
bs2,49.8,2,1,2002,3,0,First Burn
bs2,63.7,2,2,2002,3,0,First Burn
bs2,55.1,2,2,2002,3,0,First Burn
bs2,70.5,2,2,2002,3,0,First Burn
bs2,46.7,2,1,2002,3,0,First Burn
bs2,29.3,2,1,2002,3,0,First Burn
bs2,19.5,2,3,2002,3,0,First Burn
bs2,15.8,2,2,2002,3,0,First Burn
bs2,14.1,2,1,2002,3,0,First Burn
bs2,17.2,2,1,2002,3,0,First Burn
bs2,7,2,1,2002,3,0,First Burn
bs2,29.5,2,2,2002,3,0,First Burn
bs2,71,2,2,2002,3,0,First Burn
bs3,17,2,3,2002,3,0,First Burn
bs3,13,2,2,2002,3,0,First Burn
bs3,11,2,2,2002,3,0,First Burn
bs3,19,2,2,2002,3,0,First Burn
bs3,44,2,2,2002,3,0,First Burn
bs3,22,2,1,2002,3,0,First Burn
bs3,121,2,2,2002,3,0,First Burn
bs3,26,2,2,2002,3,0,First Burn
bs3,17,2,3,2002,3,0,First Burn
bs3,17,2,2,2002,3,0,First Burn
bs3,11,2,3,2002,3,0,First Burn
bs3,18,2,3,2002,3,0,First Burn
bs3,40,2,3,2002,3,0,First Burn
bs3,51,2,2,2002,3,0,First Burn
bs3,11,2,3,2002,3,0,First Burn
bs3,20,2,3,2002,3,0,First Burn
bs3,47,2,3,2002,3,0,First Burn
bs3,118,2,2,2002,3,0,First Burn
bs3,52,2,2,2002,3,0,First Burn
bs3,56,2,2,2002,3,0,First Burn
bs3,40,2,2,2002,3,0,First Burn
bs3,12,2,2,2002,3,0,First Burn
bs3,27,2,2,2002,3,0,First Burn
bs3,37,2,2,2002,3,0,First Burn
bs3,22,2,2,2002,3,0,First Burn
bs3,66,2,2,2002,3,0,First Burn
bs3,8,2,3,2002,3,0,First Burn
bc1,82.6,2,4,2002,4,0,First Burn
bc1,85,2,4,2002,4,0,First Burn
bc1,29.8,2,4,2002,4,0,First Burn
bc1,28.8,2,4,2002,4,0,First Burn
bc3,174,2,4,2002,4,0,First Burn
bn2,107,2,4,2002,4,0,First Burn
bn2,15,2,4,2002,4,0,First Burn
bn2,28,2,4,2002,4,0,First Burn
bn2,60,2,4,2002,4,0,First Burn
bn2,65,2,4,2002,4,0,First Burn
bc1,68.4,2,4,2002,4,0,First Burn
bc1,77.7,2,4,2002,4,0,First Burn
bc1,80.1,2,4,2002,4,0,First Burn
bc1,63,2,4,2002,4,0,First Burn
bc1,28.8,2,4,2002,4,0,First Burn
bc1,57.3,2,4,2002,4,0,First Burn
bc1,108,2,4,2002,4,0,First Burn
bc1,84.2,2,4,2002,4,0,First Burn
bc1,64.7,2,4,2002,4,0,First Burn
bc2,47,2,4,2002,4,0,First Burn
bc2,123,2,4,2002,4,0,First Burn
bc3,118,2,4,2002,4,0,First Burn
bc3,52,2,4,2002,4,0,First Burn
bn1,78,2,3,2002,4,0,First Burn
bn1,95,2,2,2002,4,0,First Burn
bn1,124,2,3,2002,4,0,First Burn
bn1,154,2,2,2002,4,0,First Burn
bn1,86,2,3,2002,4,0,First Burn
bn1,77,2,4,2002,4,0,First Burn
bn1,100,2,2,2002,4,0,First Burn
bn1,134,2,3,2002,4,0,First Burn
bn1,113,2,4,2002,4,0,First Burn
bn2,138,2,2,2002,4,0,First Burn
bn2,51,2,4,2002,4,0,First Burn
bn2,35,2,3,2002,4,0,First Burn
bn2,39,2,4,2002,4,0,First Burn
bn2,91,2,4,2002,4,0,First Burn
bn2,104,2,1,2002,4,0,First Burn
bn2,99,2,1,2002,4,0,First Burn
bn2,89,2,4,2002,4,0,First Burn
bn2,39,2,1,2002,4,0,First Burn
bn2,61,2,3,2002,4,0,First Burn
bn2,96,2,4,2002,4,0,First Burn
bn2,117,2,4,2002,4,0,First Burn
bn2,46,2,2,2002,4,0,First Burn
bn2,84,2,4,2002,4,0,First Burn
bn2,119,2,4,2002,4,0,First Burn
bn3,49,2,4,2002,4,0,First Burn
bn3,86,2,2,2002,4,0,First Burn
bn3,105,2,3,2002,4,0,First Burn
bn3,104,2,4,2002,4,0,First Burn
bn3,39,2,2,2002,4,0,First Burn
bn3,45,2,3,2002,4,0,First Burn
bn3,33,2,4,2002,4,0,First Burn
bn3,67,2,4,2002,4,0,First Burn
bn3,63,2,4,2002,4,0,First Burn
bn3,84,2,4,2002,4,0,First Burn
bs1,151.7,2,2,2002,4,0,First Burn
bs1,41.6,2,2,2002,4,0,First Burn
bs1,67.4,2,1,2002,4,0,First Burn
bs1,24.6,2,2,2002,4,0,First Burn
bs1,33.6,2,1,2002,4,0,First Burn
bs1,40.5,2,2,2002,4,0,First Burn
bs1,22.3,2,2,2002,4,0,First Burn
bs1,16.6,2,2,2002,4,0,First Burn
bs1,47.2,2,1,2002,4,0,First Burn
bs1,32.9,2,1,2002,4,0,First Burn
bs1,46.9,2,1,2002,4,0,First Burn
bs1,48.4,2,1,2002,4,0,First Burn
bs1,6.3,2,1,2002,4,0,First Burn
bs1,75.4,2,4,2002,4,0,First Burn
bs1,17.8,2,4,2002,4,0,First Burn
bs1,46.6,2,1,2002,4,0,First Burn
bs1,5,2,1,2002,4,0,First Burn
bs1,55.4,2,1,2002,4,0,First Burn
bs1,71.2,2,1,2002,4,0,First Burn
bs1,88.8,2,1,2002,4,0,First Burn
bs1,44.6,2,1,2002,4,0,First Burn
bs1,57,2,1,2002,4,0,First Burn
bs1,29.8,2,4,2002,4,0,First Burn
bs1,26.6,2,2,2002,4,0,First Burn
bs1,75.5,2,4,2002,4,0,First Burn
bs1,14.7,2,1,2002,4,0,First Burn
bs1,22.5,2,1,2002,4,0,First Burn
bs1,50.2,2,1,2002,4,0,First Burn
bs1,24.5,2,2,2002,4,0,First Burn
bs1,24.4,2,1,2002,4,0,First Burn
bs1,20.5,2,4,2002,4,0,First Burn
bs1,20.7,2,2,2002,4,0,First Burn
bs1,5.9,2,1,2002,4,0,First Burn
bs1,151.5,2,2,2002,4,0,First Burn
bs1,12.4,2,1,2002,4,0,First Burn
bs2,28,2,1,2002,4,0,First Burn
bs2,87.1,2,1,2002,4,0,First Burn
bs2,64.3,2,1,2002,4,0,First Burn
bs2,115.2,2,4,2002,4,0,First Burn
bs2,105,2,2,2002,4,0,First Burn
bs2,92.8,2,1,2002,4,0,First Burn
bs2,90.5,2,2,2002,4,0,First Burn
bs2,136.3,2,1,2002,4,0,First Burn
bs2,65.3,2,1,2002,4,0,First Burn
bs2,82.2,2,3,2002,4,0,First Burn
bs2,68.5,2,3,2002,4,0,First Burn
bs2,33.3,2,3,2002,4,0,First Burn
bs2,83.7,2,2,2002,4,0,First Burn
bs2,79,2,1,2002,4,0,First Burn
bs2,143.9,2,1,2002,4,0,First Burn
bs2,84.3,2,2,2002,4,0,First Burn
bs3,14,2,2,2002,4,0,First Burn
bs3,20,2,2,2002,4,0,First Burn
bs3,30,2,2,2002,4,0,First Burn
bs3,43,2,2,2002,4,0,First Burn
bs3,58,2,2,2002,4,0,First Burn
bs3,17,2,2,2002,4,0,First Burn
bs3,23,2,2,2002,4,0,First Burn
bs3,12,2,3,2002,4,0,First Burn
bs3,33,2,2,2002,4,0,First Burn
bs3,22,2,2,2002,4,0,First Burn
bs3,109,2,2,2002,4,0,First Burn
bs3,116,2,4,2002,4,0,First Burn
bs3,78,2,2,2002,4,0,First Burn
bs3,120,2,2,2002,4,0,First Burn
bs3,26,2,2,2002,4,0,First Burn
bs3,19,2,2,2002,4,0,First Burn
bs3,11,2,2,2002,4,0,First Burn
bs3,147,2,3,2002,4,0,First Burn
bs3,8,2,2,2002,4,0,First Burn
bs3,63,2,2,2002,4,0,First Burn
bs3,9,2,2,2002,4,0,First Burn
bs3,75,2,1,2002,4,0,First Burn
bs3,44,2,2,2002,4,0,First Burn
bs3,15,2,2,2002,4,0,First Burn
bs3,61,2,2,2002,4,0,First Burn
bc1,112.2,2,5,2002,5,0,First Burn
bc1,74.3,2,5,2002,5,0,First Burn
bc1,67,2,5,2002,5,0,First Burn
bn1,55,2,4,2002,5,0,First Burn
bn1,21,2,2,2002,5,0,First Burn
bn1,23,2,2,2002,5,0,First Burn
bn1,23,2,2,2002,5,0,First Burn
bn3,75,2,3,2002,5,0,First Burn
bn3,73,2,3,2002,5,0,First Burn
bs1,76.3,2,1,2002,5,0,First Burn
bs1,40.5,2,5,2002,5,0,First Burn
bs1,107.4,2,4,2002,5,0,First Burn
bs1,38.7,2,2,2002,5,0,First Burn
bs1,44.5,2,1,2002,5,0,First Burn
bs1,19.5,2,2,2002,5,0,First Burn
bs1,26.9,2,1,2002,5,0,First Burn
bs1,49.5,2,1,2002,5,0,First Burn
bs1,74,2,1,2002,5,0,First Burn
bs1,46.3,2,1,2002,5,0,First Burn
bs1,47.3,2,1,2002,5,0,First Burn
bs1,36.6,2,1,2002,5,0,First Burn
bs1,19.5,2,1,2002,5,0,First Burn
bs1,42.6,2,1,2002,5,0,First Burn
bs1,22.9,2,2,2002,5,0,First Burn
bs1,74.5,2,2,2002,5,0,First Burn
bs1,48.3,2,1,2002,5,0,First Burn
bs1,32,2,3,2002,5,0,First Burn
bs1,31.4,2,2,2002,5,0,First Burn
bs1,24.4,2,1,2002,5,0,First Burn
bs1,25.5,2,3,2002,5,0,First Burn
bs1,59.3,2,3,2002,5,0,First Burn
bs1,37.7,2,1,2002,5,0,First Burn
bs1,49,2,1,2002,5,0,First Burn
bs1,88.8,2,1,2002,5,0,First Burn
bs1,56.6,2,1,2002,5,0,First Burn
bs1,16.7,2,1,2002,5,0,First Burn
bs1,20.3,2,1,2002,5,0,First Burn
bs1,50.5,2,2,2002,5,0,First Burn
bs1,43.9,2,2,2002,5,0,First Burn
bs1,47.9,2,3,2002,5,0,First Burn
bs1,102,2,3,2002,5,0,First Burn
bs1,45.2,2,5,2002,5,0,First Burn
bs1,179.5,2,3,2002,5,0,First Burn
bs1,63.4,2,1,2002,5,0,First Burn
bs1,91.8,2,1,2002,5,0,First Burn
bs1,17.4,2,1,2002,5,0,First Burn
bs1,36.7,2,1,2002,5,0,First Burn
bs1,41,2,2,2002,5,0,First Burn
bs1,44.4,2,2,2002,5,0,First Burn
bs1,48.9,2,1,2002,5,0,First Burn
bs1,13.6,2,3,2002,5,0,First Burn
bs1,29.1,2,1,2002,5,0,First Burn
bs1,45.4,2,2,2002,5,0,First Burn
bs1,27.1,2,1,2002,5,0,First Burn
bs1,19.3,2,2,2002,5,0,First Burn
bs1,24.3,2,2,2002,5,0,First Burn
bs1,105.3,2,1,2002,5,0,First Burn
bs1,26.8,2,1,2002,5,0,First Burn
bs1,69.1,2,4,2002,5,0,First Burn
bs2,58.2,2,2,2002,5,0,First Burn
bs2,114.6,2,2,2002,5,0,First Burn
bs2,123.1,2,2,2002,5,0,First Burn
bs2,60.1,2,2,2002,5,0,First Burn
bs2,40.5,2,2,2002,5,0,First Burn
bs2,74.7,2,3,2002,5,0,First Burn
bs2,62.4,2,4,2002,5,0,First Burn
bs2,151,2,4,2002,5,0,First Burn
bs2,92.7,2,4,2002,5,0,First Burn
bs2,84.6,2,2,2002,5,0,First Burn
bs2,139,2,2,2002,5,0,First Burn
bs2,78.6,2,2,2002,5,0,First Burn
bs2,66.9,2,4,2002,5,0,First Burn
bs2,128.8,2,2,2002,5,0,First Burn
bs2,143.5,2,3,2002,5,0,First Burn
bs2,74.6,2,1,2002,5,0,First Burn
bs2,101.4,2,2,2002,5,0,First Burn
bs3,32,2,2,2002,5,0,First Burn
bs3,41,2,2,2002,5,0,First Burn
bs3,39,2,2,2002,5,0,First Burn
bs3,19,2,2,2002,5,0,First Burn
bs3,44,2,2,2002,5,0,First Burn
bs3,37,2,2,2002,5,0,First Burn
bs3,41,2,2,2002,5,0,First Burn
bs3,30,2,2,2002,5,0,First Burn
bs3,33,2,2,2002,5,0,First Burn
bs3,24,2,3,2002,5,0,First Burn
bs3,22,2,2,2002,5,0,First Burn
bs3,66,2,2,2002,5,0,First Burn
bs3,17,2,2,2002,5,0,First Burn
bs3,47,2,2,2002,5,0,First Burn
bs3,19,2,2,2002,5,0,First Burn
bs3,33,2,2,2002,5,0,First Burn
bs3,43,2,2,2002,5,0,First Burn
bs3,58,2,2,2002,5,0,First Burn
bs3,65,2,2,2002,5,0,First Burn
bs3,55,2,3,2002,5,0,First Burn
bs3,12,2,2,2002,5,0,First Burn
bs3,59,2,2,2002,5,0,First Burn
bc1,47.2,2,5,2002,,1,First Burn
bc1,26.8,2,1,2002,,1,First Burn
bc1,39.7,2,4,2002,,1,First Burn
bc1,112.4,2,2,2002,,1,First Burn
bc1,74.6,2,2,2002,,1,First Burn
bc1,62.3,2,2,2002,,1,First Burn
bc1,31.3,2,2,2002,,1,First Burn
bc1,53.4,2,1,2002,,1,First Burn
bc1,26.6,2,2,2002,,1,First Burn
bc1,36.6,2,1,2002,,1,First Burn
bc1,54.8,2,1,2002,,1,First Burn
bc1,69,2,1,2002,,1,First Burn
bc1,153.3,2,2,2002,,1,First Burn
bc1,13,2,1,2002,,1,First Burn
bc1,38.4,2,1,2002,,1,First Burn
bc1,36.4,2,2,2002,,1,First Burn
bc1,96.6,2,2,2002,,1,First Burn
bc1,73.1,2,2,2002,,1,First Burn
bc1,27.8,2,1,2002,,1,First Burn
bc1,10.8,2,1,2002,,1,First Burn
bc1,11.5,2,2,2002,,1,First Burn
bc1,50.8,2,1,2002,,1,First Burn
bc1,12.6,2,1,2002,,1,First Burn
bc1,113,2,2,2002,,1,First Burn
bc1,8,2,1,2002,,1,First Burn
bc1,32.7,2,2,2002,,1,First Burn
bc1,29.4,2,1,2002,,1,First Burn
bc1,79.6,2,4,2002,,1,First Burn
bc1,57,2,2,2002,,1,First Burn
bc1,5.9,2,2,2002,,1,First Burn
bc1,102,2,1,2002,,1,First Burn
bc1,5.9,2,2,2002,,1,First Burn
bc1,19.3,2,1,2002,,1,First Burn
bc1,42.4,2,1,2002,,1,First Burn
bc1,48.1,2,2,2002,,1,First Burn
bc1,10,2,2,2002,,1,First Burn
bc1,24.5,2,4,2002,,1,First Burn
bc1,18.6,2,1,2002,,1,First Burn
bc1,65,2,2,2002,,1,First Burn
bc1,34.4,2,1,2002,,1,First Burn
bc1,107.9,2,1,2002,,1,First Burn
bc1,21.7,2,1,2002,,1,First Burn
bc1,52.8,2,1,2002,,1,First Burn
bc1,77.1,2,3,2002,,1,First Burn
bc1,68.5,2,1,2002,,1,First Burn
bc1,57.3,2,1,2002,,1,First Burn
bc1,9.1,2,1,2002,,1,First Burn
bc1,5.9,2,1,2002,,1,First Burn
bc1,28.3,2,2,2002,,1,First Burn
bc1,20.4,2,2,2002,,1,First Burn
bc1,140.2,2,3,2002,,1,First Burn
bc1,64.8,2,1,2002,,1,First Burn
bc1,25.5,2,2,2002,,1,First Burn
bc1,45.4,2,4,2002,,1,First Burn
bc2,69,2,1,2002,,1,First Burn
bc2,12,2,2,2002,,1,First Burn
bc2,61,2,2,2002,,1,First Burn
bc2,7,2,2,2002,,1,First Burn
bc2,38,2,1,2002,,1,First Burn
bc2,41,2,2,2002,,1,First Burn
bc2,27,2,2,2002,,1,First Burn
bc2,44,2,2,2002,,1,First Burn
bc2,37,2,2,2002,,1,First Burn
bc2,42,2,2,2002,,1,First Burn
bc2,34,2,2,2002,,1,First Burn
bc2,52,2,3,2002,,1,First Burn
bc2,39,2,1,2002,,1,First Burn
bc2,46,2,2,2002,,1,First Burn
bc2,26,2,2,2002,,1,First Burn
bc2,82,2,1,2002,,1,First Burn
bc2,10,2,3,2002,,1,First Burn
bc2,38,2,2,2002,,1,First Burn
bc2,27,2,2,2002,,1,First Burn
bc2,44,2,2,2002,,1,First Burn
bc2,61,2,2,2002,,1,First Burn
bc2,40,2,2,2002,,1,First Burn
bc2,32,2,2,2002,,1,First Burn
bc2,28,2,3,2002,,1,First Burn
bc2,34,2,2,2002,,1,First Burn
bc2,69,2,2,2002,,1,First Burn
bc2,68,2,2,2002,,1,First Burn
bc2,35,2,2,2002,,1,First Burn
bc2,31,2,2,2002,,1,First Burn
bc2,16,2,2,2002,,1,First Burn
bc3,66,2,1,2002,,1,First Burn
bc3,66,2,5,2002,,1,First Burn
bc3,32,2,2,2002,,1,First Burn
bc3,42,2,2,2002,,1,First Burn
bc3,93,2,1,2002,,1,First Burn
bc3,134,2,2,2002,,1,First Burn
bc3,102,2,2,2002,,1,First Burn
bc3,19,2,1,2002,,1,First Burn
bc3,67,2,1,2002,,1,First Burn
bc3,62,2,1,2002,,1,First Burn
bc3,72,2,2,2002,,1,First Burn
bc3,46,2,2,2002,,1,First Burn
bc3,69,2,2,2002,,1,First Burn
bc3,87,2,2,2002,,1,First Burn
bc3,13,2,2,2002,,1,First Burn
bc3,14,2,2,2002,,1,First Burn
bc3,42,2,1,2002,,1,First Burn
bc3,14,2,1,2002,,1,First Burn
bc3,48,2,2,2002,,1,First Burn
bc3,30,2,2,2002,,1,First Burn
bc3,34,2,2,2002,,1,First Burn
bc3,92,2,3,2002,,1,First Burn
bc3,34,2,2,2002,,1,First Burn
bc3,102,2,2,2002,,1,First Burn
bc3,129,2,2,2002,,1,First Burn
bn1,6,2,2,2002,,1,First Burn
bn1,110,2,2,2002,,1,First Burn
bn1,65,2,2,2002,,1,First Burn
bn1,72,2,2,2002,,1,First Burn
bn1,31,2,2,2002,,1,First Burn
bn1,47,2,2,2002,,1,First Burn
bn1,64,2,2,2002,,1,First Burn
bn1,89,2,3,2002,,1,First Burn
bn1,68,2,2,2002,,1,First Burn
bn1,28,2,3,2002,,1,First Burn
bn1,43,2,1,2002,,1,First Burn
bn1,145,2,2,2002,,1,First Burn
bn1,125,2,2,2002,,1,First Burn
bn1,30,2,2,2002,,1,First Burn
bn1,77,2,4,2002,,1,First Burn
bn2,28,2,2,2002,,1,First Burn
bn2,19,2,2,2002,,1,First Burn
bn2,8,2,2,2002,,1,First Burn
bn2,24,2,2,2002,,1,First Burn
bn2,26,2,3,2002,,1,First Burn
bn2,20,2,1,2002,,1,First Burn
bn2,35,2,2,2002,,1,First Burn
bn3,66,2,4,2002,,1,First Burn
bn3,98,2,4,2002,,1,First Burn
bn3,44,2,3,2002,,1,First Burn
bn3,22,2,3,2002,,1,First Burn
bn3,38,2,2,2002,,1,First Burn
bn3,166,2,1,2002,,1,First Burn
bs1,46.2,2,2,2002,,1,First Burn
bs1,5.2,2,1,2002,,1,First Burn
bs1,155.3,2,1,2002,,1,First Burn
bs1,44.5,2,1,2002,,1,First Burn
bs1,16.8,2,1,2002,,1,First Burn
bs1,41.1,2,1,2002,,1,First Burn
bs1,13.5,2,2,2002,,1,First Burn
bs1,6.1,2,1,2002,,1,First Burn
bs1,19.1,2,1,2002,,1,First Burn
bs1,25,2,1,2002,,1,First Burn
bs1,23,2,2,2002,,1,First Burn
bs1,14.3,2,2,2002,,1,First Burn
bs1,6.4,2,1,2002,,1,First Burn
bs1,22.6,2,1,2002,,1,First Burn
bs1,5.8,2,1,2002,,1,First Burn
bs1,8.2,2,1,2002,,1,First Burn
bs1,6.5,2,1,2002,,1,First Burn
bs1,19.3,2,1,2002,,1,First Burn
bs1,13.2,2,2,2002,,1,First Burn
bs1,26,2,2,2002,,1,First Burn
bs1,17.4,2,1,2002,,1,First Burn
bs1,27,2,2,2002,,1,First Burn
bs1,10.9,2,1,2002,,1,First Burn
bs1,14.8,2,2,2002,,1,First Burn
bs1,6.4,2,1,2002,,1,First Burn
bs1,38.7,2,2,2002,,1,First Burn
bs1,36.6,2,3,2002,,1,First Burn
bs1,5.4,2,2,2002,,1,First Burn
bs1,13.3,2,2,2002,,1,First Burn
bs1,42.3,2,1,2002,,1,First Burn
bs1,46.6,2,1,2002,,1,First Burn
bs1,30.6,2,1,2002,,1,First Burn
bs1,26.6,2,2,2002,,1,First Burn
bs1,15.9,2,1,2002,,1,First Burn
bs1,16.5,2,1,2002,,1,First Burn
bs1,79,2,1,2002,,1,First Burn
bs1,75,2,2,2002,,1,First Burn
bs1,32.9,2,1,2002,,1,First Burn
bs1,155.6,2,1,2002,,1,First Burn
bs1,18.4,2,1,2002,,1,First Burn
bs1,11.7,2,1,2002,,1,First Burn
bs1,15.9,2,1,2002,,1,First Burn
bs1,66,2,1,2002,,1,First Burn
bs1,35.9,2,2,2002,,1,First Burn
bs1,5.5,2,1,2002,,1,First Burn
bs1,8.6,2,1,2002,,1,First Burn
bs1,36.1,2,1,2002,,1,First Burn
bs1,88,2,1,2002,,1,First Burn
bs1,75.4,2,1,2002,,1,First Burn
bs1,34.6,2,1,2002,,1,First Burn
bs1,24.8,2,1,2002,,1,First Burn
bs1,46.7,2,1,2002,,1,First Burn
bs1,44.9,2,2,2002,,1,First Burn
bs1,24.4,2,3,2002,,1,First Burn
bs1,60.5,2,2,2002,,1,First Burn
bs1,44.4,2,2,2002,,1,First Burn
bs1,64.2,2,1,2002,,1,First Burn
