Plot,DBH_11,DC_2011,DBH_17,Status_2017,DC_2017,sizeclass,Died,Treatment,ddd,fell,Carbon,carbon_mg_ha
uc2,9.3,0,10.7,2,2,1,Drought,uc,1,0,0.012244928,0.003061232
uc2,8.6,0,8.5,2,2,1,Drought,uc,1,0,0.010094627,0.002523657
uc2,10.3,0,10.5,2,2,1,Drought,uc,1,0,0.015756775,0.003939194
uc2,123.2,0,125,2,2,6,Drought,uc,1,0,7.367064235,1.841766059
uc2,78.2,0,79.3,2,2,4,Drought,uc,1,0,2.386108706,0.596527177
uc2,107.5,0,108,2,2,6,Drought,uc,1,0,5.253507137,1.313376784
uc2,14.3,0,15.8,2,3,1,Drought,uc,1,0,0.035452638,0.00886316
uc2,5.4,0,5.4,2,1,1,Drought,uc,1,0,0.00320857,0.000802142
uc2,8.5,0,9.3,2,2,1,Drought,uc,1,0,0.009807505,0.002451876
uc2,15.7,0,17.9,2,1,1,Drought,uc,1,0,0.044666411,0.011166603
uc2,12.9,0,14.6,2,1,1,Drought,uc,1,0,0.027479476,0.006869869
uc2,6.2,0,6.4,2,,1,Drought,uc,1,0,0.004506957,0.001126739
uc2,102.5,0,103,2,2,6,Drought,uc,1,0,4.66815512,1.16703878
uc2,94.7,0,92.5,2,2,5,Drought,uc,1,0,3.836102102,0.959025525
uc2,6.5,0,7.5,2,1,1,Drought,uc,1,0,0.005062932,0.001265733
uc2,88.6,0,88,2,2,5,Drought,uc,1,0,3.252174049,0.813043512
uc2,117.6,0,114.7,2,2,6,Drought,uc,1,0,6.56418951,1.641047377
uc2,15,0,15.9,2,1,1,Drought,uc,1,0,0.039900826,0.009975207
uc2,13.2,0,14.3,2,1,1,Drought,uc,1,0,0.029086524,0.007271631
uc2,8,0,8.5,2,1,1,Drought,uc,1,0,0.008445338,0.002111334
uc2,5.8,0,6.5,2,1,1,Drought,uc,1,0,0.003824892,0.000956223
uc2,5.1,0,4.8,2,1,1,Drought,uc,1,0,0.002788147,0.000697037
uc2,6,0,7.1,2,1,1,Drought,uc,1,0,0.004157572,0.001039393
uc2,11,0,13,2,1,1,Drought,uc,1,0,0.01853536,0.00463384
uc2,9.5,0,,0,,1,Drought,uc,1,1,0.012905254,0.003226314
uc2,13.3,0,14,2,2,1,Drought,uc,1,0,0.029634362,0.00740859
uc2,28.7,0,29.5,2,1,2,Drought,uc,1,0,0.19887852,0.04971963
uc2,28,0,28.8,2,2,2,Drought,uc,1,0,0.187077649,0.046769412
uc2,20.9,0,22.1,2,1,2,Drought,uc,1,0,0.090671979,0.022667995
uc2,19.7,0,19.4,2,2,1,Drought,uc,1,0,0.078324872,0.019581218
uc2,26.8,0,27.2,2,2,2,Drought,uc,1,0,0.167841318,0.04196033
uc2,10.5,0,11.7,2,2,1,Drought,uc,1,0,0.016523237,0.004130809
uc2,91.8,0,91.5,2,2,5,Drought,uc,1,0,3.551320427,0.887830107
uc2,13.3,0,13.7,2,1,1,Drought,uc,1,0,0.029634362,0.00740859
uc2,21.9,0,21.3,2,2,2,Drought,uc,1,0,0.101795485,0.025448871
uc2,14.7,0,15.2,2,2,1,Drought,uc,1,0,0.037956011,0.009489003
uc2,102.7,0,104.8,2,2,6,Drought,uc,1,0,4.690779591,1.172694898
uc2,20.4,0,21.1,2,1,2,Drought,uc,1,0,0.085396164,0.021349041
uc2,5.6,0,6.1,2,1,1,Drought,uc,1,0,0.003508649,0.000877162
uc3,13.5,0,14.6,2,1,1,Drought,uc,1,0,0.030748402,0.007687101
uc3,7.9,0,8.6,2,4,1,Drought,uc,1,0,0.007457996,0.001864499
uc3,6.8,0,8.8,2,1,1,Drought,uc,1,0,0.005657959,0.00141449
uc3,12.5,0,,0,,1,Drought,uc,1,1,0.025420998,0.00635525
uc3,95.8,0,91.9,2,2,5,Drought,uc,1,0,3.947568013,0.986892003
uc3,12.5,0,14.2,2,1,1,Drought,uc,1,0,0.025420998,0.00635525
uc3,6.6,0,7.3,2,1,1,Drought,uc,1,0,0.005256893,0.001314223
uc3,6.7,0,7.4,2,1,1,Drought,uc,1,0,0.005455225,0.001363806
uc3,146.2,0,146.5,2,2,6,Drought,uc,1,0,8.958505732,2.239626433
uc3,41.4,0,40.2,2,2,3,Drought,uc,1,0,0.49304147,0.123260367
uc3,98,0,99.3,2,2,5,Drought,uc,1,0,4.176244295,1.044061074
uc3,39.2,0,39.5,2,3,2,Drought,uc,1,0,0.430632974,0.107658244
uc3,62.6,0,65.6,2,2,4,Drought,uc,1,0,1.374252356,0.343563089
uc3,152.4,0,152.8,2,2,6,Drought,uc,1,0,9.911546114,2.477886528
uc3,6.5,0,7.4,2,1,1,Drought,uc,1,0,0.005062932,0.001265733
uc3,161.7,0,162.2,2,2,6,Drought,uc,1,0,11.44881341,2.862203353
uc3,16.5,0,18,2,1,1,Drought,uc,1,0,0.044461515,0.011115379
uc3,157.4,0,151.2,2,4,6,Drought,uc,1,0,13.52733982,3.381834956
uc3,101.3,0,102.7,2,1,6,Drought,uc,1,0,3.667881775,0.916970444
uc3,7,0,9.1,2,1,1,Drought,uc,1,0,0.00607676,0.00151919
uc3,7.5,0,6.4,2,1,1,Drought,uc,1,0,0.007202971,0.001800743
uc3,9.3,0,13.6,2,1,1,Drought,uc,1,0,0.01106975,0.002767437
uc3,6.1,0,,0,,1,Drought,uc,1,1,0.00433016,0.00108254
uc3,9.3,0,,0,,1,Drought,uc,1,1,0.012244928,0.003061232
uc3,107.4,0,107,2,2,6,Drought,uc,1,0,5.241394163,1.310348541
uc3,6.6,0,7.2,2,1,1,Drought,uc,1,0,0.005256893,0.001314223
uc3,30,0,32.2,2,2,2,Drought,uc,1,0,0.221948298,0.055487074
uc3,7.6,0,18.9,2,1,1,Drought,uc,1,0,0.007442034,0.001860508
uc3,116.2,0,121.8,2,2,6,Drought,uc,1,0,5.122287308,1.280571827
uc3,22.8,0,26.3,2,1,2,Drought,uc,1,0,0.112470347,0.028117587
uc3,28,0,32.1,2,1,2,Drought,uc,1,0,0.187077649,0.046769412
uc3,9.6,0,9.9,2,1,1,Drought,uc,1,0,0.013243209,0.003310802
uc3,165.6,0,162.9,2,2,6,Drought,uc,1,0,12.13263622,3.033159055
uc3,6.8,0,8.3,2,2,1,Drought,uc,1,0,0.005657959,0.00141449
uc3,135.3,0,132.4,2,2,6,Drought,uc,1,0,7.418733528,1.854683382
uc3,43.4,0,44.2,2,1,3,Drought,uc,1,0,0.554204012,0.138551003
uc3,58.3,0,58.2,2,2,3,Drought,uc,1,0,1.151956556,0.287989139
uc3,37.5,0,37.5,2,1,2,Drought,uc,1,0,0.385821869,0.096455467
uc3,34.3,0,34.4,2,2,2,Drought,uc,1,0,0.309307379,0.077326845
uc3,56.5,0,57.9,2,1,3,Drought,uc,1,0,1.06577773,0.266444433
uc3,8.2,0,8.4,2,1,1,Drought,uc,1,0,0.008975629,0.002243907
uc3,40.3,0,40.9,2,1,3,Drought,uc,1,0,0.461207138,0.115301784
uc3,17.7,0,18,2,2,1,Drought,uc,1,0,0.060093317,0.015023329
uc3,9.2,0,9.1,2,2,1,Drought,uc,1,0,0.011922505,0.002980626
uc3,32.3,0,33.5,2,1,2,Drought,uc,1,0,0.266525016,0.066631254
uc3,19.7,0,20.3,2,1,1,Drought,uc,1,0,0.068379046,0.017094762
uc3,98.3,0,105.3,2,1,5,Drought,uc,1,0,3.409106249,0.852276562
uc3,86.4,0,88.1,2,2,5,Drought,uc,1,0,3.055563722,0.76389093
uc3,97.8,0,105.3,2,2,5,Drought,uc,1,0,4.15513741,1.038784353
uc3,169.2,0,169.6,2,2,6,Drought,uc,1,0,16.18435436,4.04608859
uc3,11.6,0,11.7,2,,1,Drought,uc,1,0,0.021134382,0.005283595
uc3,146.7,0,149.2,2,2,6,Drought,uc,1,0,11.35972225,2.839930563
uc3,175.6,0,146,2,4,6,Drought,uc,1,0,13.99396312,3.498490781
uc3,118.8,0,122.1,2,2,6,Drought,uc,1,0,6.731589139,1.682897285
uc3,5.7,0,,0,,1,Drought,uc,1,1,0.004124002,0.001031
uc3,8.3,0,8.5,2,2,1,Drought,uc,1,0,0.009248034,0.002312008
uc3,11.2,0,,0,,1,Drought,uc,1,1,0.019379114,0.004844779
uc3,137.2,0,138.7,2,2,6,Drought,uc,1,0,7.674872601,1.91871815
uc3,7.2,0,8.5,2,1,1,Drought,uc,1,0,0.006513545,0.001628386
uc3,123.5,0,118.6,2,2,6,Drought,uc,1,0,7.411642253,1.852910563
uc3,18.5,0,12.8,2,1,1,Drought,uc,1,0,0.067040903,0.016760226
uc3,117.5,0,120.1,2,2,6,Drought,uc,1,0,6.55035303,1.637588258
uc3,13.8,0,15,2,1,1,Drought,uc,1,0,0.032465706,0.008116426
uc3,9.7,0,9.5,2,2,1,Drought,uc,1,0,0.013586394,0.003396599
uc3,18.7,0,20.5,2,1,1,Drought,uc,1,0,0.068849064,0.017212266
uc3,29.4,0,30.4,2,4,2,Drought,uc,1,0,0.211112869,0.052778217
uc3,23.5,0,25.6,2,2,2,Drought,uc,1,0,0.121215927,0.030303982
uc3,144,0,144.1,2,2,6,Drought,uc,1,0,8.633905165,2.158476291
uc3,11.3,0,11.6,2,1,1,Drought,uc,1,0,0.019809425,0.004952356
uc3,31.7,0,32.2,2,2,2,Drought,uc,1,0,0.2544257,0.063606425
uc3,109,0,111.5,2,2,6,Drought,uc,1,0,5.437209512,1.359302378
uc3,20.1,0,22.6,2,2,2,Drought,uc,1,0,0.082320916,0.020580229
uc3,143.9,0,152,2,2,6,Drought,uc,1,0,10.82945779,2.707364447
uc3,6.1,0,8.2,2,1,1,Drought,uc,1,0,0.00433016,0.00108254
uc3,82.9,0,84.4,2,2,5,Drought,uc,1,0,2.757730671,0.689432668
uc3,9,0,9.6,2,1,1,Drought,uc,1,0,0.011293003,0.002823251
uc3,20.1,0,20.2,2,1,2,Drought,uc,1,0,0.071800522,0.01795013
uc3,10.7,0,9.6,2,2,1,Drought,uc,1,0,0.017311535,0.004327884
uc3,92.3,0,91.6,2,3,5,Drought,uc,1,0,3.599486714,0.899871679
uc3,28.5,0,30.8,2,1,2,Drought,uc,1,0,0.195462832,0.048865708
uc3,8.5,0,8.6,2,2,1,Drought,uc,1,0,0.009807505,0.002451876
uc3,11,0,11.4,2,1,1,Drought,uc,1,0,0.01853536,0.00463384
uc3,17.8,0,20.2,2,2,1,Drought,uc,1,0,0.06093702,0.015234255
uc3,20.4,0,,0,,2,Drought,uc,1,1,0.085396164,0.021349041
uc3,25.7,0,,0,,2,Drought,uc,1,1,0.151291477,0.037822869
uc3,22.8,0,23.3,2,1,2,Drought,uc,1,0,0.112470347,0.028117587
uc3,16.5,0,17.5,2,2,1,Drought,uc,1,0,0.050510449,0.012627612
uc3,23,0,23.2,2,2,2,Drought,uc,1,0,0.114929233,0.028732308
uc3,11.6,0,12.4,2,2,1,Drought,uc,1,0,0.021134382,0.005283595
uc3,15.2,0,15.7,2,2,1,Drought,uc,1,0,0.041229724,0.010307431
uc3,5.9,0,5.8,2,2,1,Drought,uc,1,0,0.003989161,0.00099729
uc3,8,0,7.4,2,1,1,Drought,uc,1,0,0.008445338,0.002111334
uc3,18.2,0,18.7,2,2,1,Drought,uc,1,0,0.064382343,0.016095586
uc3,8.9,0,9.7,2,2,1,Drought,uc,1,0,0.010985871,0.002746468
uc3,30.1,0,32.2,2,2,2,Drought,uc,1,0,0.223785747,0.055946437
uc3,12.7,0,,0,,1,Drought,uc,1,1,0.024900026,0.006225007
uc3,13.2,0,13.9,2,1,1,Drought,uc,1,0,0.029086524,0.007271631
uc3,10.4,0,12.1,2,1,1,Drought,uc,1,0,0.016137289,0.004034322
uc3,102.6,0,102.3,2,2,6,Drought,uc,1,0,4.679459192,1.169864798
uc3,20.5,0,25,2,1,2,Drought,uc,1,0,0.08643624,0.02160906
uc3,16.2,0,18.4,2,1,1,Drought,uc,1,0,0.048268624,0.012067156
uc3,20.1,0,20.9,2,1,2,Drought,uc,1,0,0.082320916,0.020580229
uc3,59.3,0,62.6,2,1,3,Drought,uc,1,0,1.201571242,0.300392811
uc3,82.9,0,79,2,2,5,Drought,uc,1,0,2.757730671,0.689432668
uc3,19.3,0,20.8,2,2,1,Drought,uc,1,0,0.074446963,0.018611741
uc3,34.9,0,37.7,2,2,2,Drought,uc,1,0,0.322888894,0.080722224
uc3,145.5,0,149,2,2,6,Drought,uc,1,0,8.854457662,2.213614415
uc3,11.1,0,7.4,2,3,1,Drought,uc,1,0,0.018393819,0.004598455
uc3,23.9,0,,0,,2,Drought,uc,1,1,0.109353496,0.027338374
uc3,4.2,0,6.3,2,1,,Drought,uc,1,0,0.001731547,0.000432887
uc3,5,0,5.5,2,1,1,Drought,uc,1,0,0.002655783,0.000663946
uc3,6,0,6.1,2,1,1,Drought,uc,1,0,0.004157572,0.001039393
uc3,169.8,0,170.9,2,2,6,Drought,uc,1,0,12.89534546,3.223836366
uc3,5.3,0,5,2,2,1,Drought,uc,1,0,0.003064505,0.000766126
uc3,155.4,0,157.4,2,2,6,Drought,uc,1,0,10.39319448,2.59829862
uc3,12.1,0,13.2,2,1,1,Drought,uc,1,0,0.020948256,0.005237064
uc3,28.4,0,29.7,2,1,2,Drought,uc,1,0,0.193768221,0.048442055
uc3,7.7,0,8,2,1,1,Drought,uc,1,0,0.007685772,0.001921443
uc3,9.2,0,9.4,2,1,1,Drought,uc,1,0,0.011922505,0.002980626
uc3,19.2,0,20.5,2,1,1,Drought,uc,1,0,0.073495808,0.018373952
uc3,39.5,0,41.4,2,1,2,Drought,uc,1,0,0.438847354,0.109711839
uc3,80.3,0,81.5,2,2,5,Drought,uc,1,0,2.548187451,0.637046863
uc3,16.8,0,14.9,2,1,1,Drought,uc,1,0,0.052813304,0.013203326
uc3,51.9,0,53.3,2,4,3,Drought,uc,1,0,0.86343335,0.215858338
uc3,61.5,0,61.7,2,2,4,Drought,uc,1,0,1.315152173,0.328788043
uc3,26.7,0,30.9,2,3,2,Drought,uc,1,0,0.143139865,0.035784966
uc3,11.2,0,12.4,2,2,1,Drought,uc,1,0,0.019379114,0.004844779
uc3,60.3,0,61.1,2,1,4,Drought,uc,1,0,1.25244001,0.313110002
uc3,18.5,0,18.3,2,1,1,Drought,uc,1,0,0.067040903,0.016760226
uc3,42.3,0,44,2,2,3,Drought,uc,1,0,0.520036541,0.130009135
uc3,9.5,0,9.3,2,1,1,Drought,uc,1,0,0.012905254,0.003226314
uc3,40.8,0,43,2,1,3,Drought,uc,1,0,0.475520077,0.118880019
uc3,12,0,13.1,2,2,1,Drought,uc,1,0,0.022981268,0.005745317
uc3,12.1,0,12.3,2,2,1,Drought,uc,1,0,0.023457481,0.00586437
uc3,8,0,,0,,1,Drought,uc,1,1,0.008445338,0.002111334
uc3,12.1,0,12,2,1,1,Drought,uc,1,0,0.023457481,0.00586437
uc3,23.2,0,25.3,2,1,2,Drought,uc,1,0,0.117419933,0.029354983
uc3,9.5,0,11.8,2,1,1,Drought,uc,1,0,0.011655165,0.002913791
uc3,5.4,0,6.9,2,2,1,Drought,uc,1,0,0.00320857,0.000802142
uc3,15.2,0,18,2,1,1,Drought,uc,1,0,0.041229724,0.010307431
uc3,31.8,0,34.4,2,1,2,Drought,uc,1,0,0.256418971,0.064104743
uc3,9.8,0,11.2,2,1,1,Drought,uc,1,0,0.013934835,0.003483709
uc3,29,0,30.7,2,2,2,Drought,uc,1,0,0.204068438,0.051017109
uc3,20.4,0,22.7,2,1,2,Drought,uc,1,0,0.085396164,0.021349041
uc3,27.2,0,28.8,2,1,2,Drought,uc,1,0,0.174115165,0.043528791
uc3,18.6,0,21.3,2,1,1,Drought,uc,1,0,0.067941392,0.016985348
uc3,9.7,0,11.9,2,1,1,Drought,uc,1,0,0.013586394,0.003396599
uc3,12.1,0,13.8,2,1,1,Drought,uc,1,0,0.023457481,0.00586437
uc3,14.7,0,16.4,2,1,1,Drought,uc,1,0,0.037956011,0.009489003
uc3,10,0,11.7,2,2,1,Drought,uc,1,0,0.014647586,0.003661897
uc3,33.5,0,36,2,1,2,Drought,uc,1,0,0.291737912,0.072934478
uc3,138.7,0,137.1,2,2,6,Drought,uc,1,0,9.884534334,2.471133584
uc3,21.9,0,21.9,2,3,2,Drought,uc,1,0,0.101795485,0.025448871
uc3,7.4,0,8.1,2,1,1,Drought,uc,1,0,0.006968556,0.001742139
uc3,5.5,0,5.6,2,1,1,Drought,uc,1,0,0.003356606,0.000839152
uc3,5.4,0,5.1,2,1,1,Drought,uc,1,0,0.00320857,0.000802142
uc3,5.5,0,5.3,2,1,1,Drought,uc,1,0,0.003356606,0.000839152
uc3,5.3,0,5.4,2,1,1,Drought,uc,1,0,0.003064505,0.000766126
uc3,96.2,0,97.8,2,2,5,Drought,uc,1,0,3.988574395,0.997143599
uc3,35.9,0,36.9,2,4,2,Drought,uc,1,0,0.346303669,0.086575917
uc3,35.4,0,36.8,2,3,2,Drought,uc,1,0,0.334473964,0.083618491
uc3,12.6,0,13.9,2,1,1,Drought,uc,1,0,0.025926658,0.006481665
uc3,120.6,0,121.1,2,1,6,Drought,uc,1,0,6.987422589,1.746855647
uc3,23.3,0,26.3,2,1,2,Drought,uc,1,0,0.118677256,0.029669314
uc3,24.1,0,24.8,2,1,2,Drought,uc,1,0,0.129025336,0.032256334
uc3,6.9,0,8.7,2,1,1,Drought,uc,1,0,0.005865127,0.001466282
uc3,62.8,0,63.8,2,3,4,Drought,uc,1,0,1.385164792,0.346291198
uc3,86,0,87.6,2,2,5,Drought,uc,1,0,3.020600565,0.755150141
uc3,6.9,0,8,2,1,1,Drought,uc,1,0,0.005865127,0.001466282
uc3,15.5,0,17.5,2,1,1,Drought,uc,1,0,0.043272015,0.010818004
uc3,9.1,0,8.7,2,1,1,Drought,uc,1,0,0.011605205,0.002901301
uc3,15.2,0,15.7,2,3,1,Drought,uc,1,0,0.041229724,0.010307431
uc3,23.2,0,24.1,2,2,2,Drought,uc,1,0,0.117419933,0.029354983
uc3,82.7,0,86,2,2,5,Drought,uc,1,0,2.741260265,0.685315066
uc3,21.9,0,23.7,2,2,2,Drought,uc,1,0,0.101795485,0.025448871
uc3,9.9,0,9.9,2,1,1,Drought,uc,1,0,0.014288557,0.003572139
uc3,9.8,0,10.2,2,1,1,Drought,uc,1,0,0.013934835,0.003483709
uc3,11.3,0,11.8,2,2,1,Drought,uc,1,0,0.019809425,0.004952356
uc3,10,0,9.8,2,1,1,Drought,uc,1,0,0.014647586,0.003661897
uc3,7.9,0,7.8,2,1,1,Drought,uc,1,0,0.008187395,0.002046849
uc3,115.3,0,114.9,2,2,6,Drought,uc,1,0,6.250346772,1.562586693
uc3,113.9,0,114,2,2,6,Drought,uc,1,0,6.063790286,1.515947572
uc3,9.5,0,11.4,2,1,1,Drought,uc,1,0,0.012905254,0.003226314
uc3,123.4,0,125.5,2,2,6,Drought,uc,1,0,7.396765073,1.849191268
uc3,97,0,97.9,2,2,5,Drought,uc,1,0,4.071347394,1.017836849
uc3,5.3,0,5.5,2,2,1,Drought,uc,1,0,0.003064505,0.000766126
uc3,7.3,0,8.5,2,1,1,Drought,uc,1,0,0.006738757,0.001684689
uc3,7.3,0,8.1,2,2,1,Drought,uc,1,0,0.006738757,0.001684689
uc3,6,0,7,2,1,1,Drought,uc,1,0,0.004157572,0.001039393
uc3,23.3,0,25.7,2,1,2,Drought,uc,1,0,0.118677256,0.029669314
uc3,13.7,0,14.4,2,1,1,Drought,uc,1,0,0.031887076,0.007971769
uc3,12.4,0,14.8,2,1,1,Drought,uc,1,0,0.024921273,0.006230318
uc3,7.8,0,8.6,2,1,1,Drought,uc,1,0,0.007934217,0.001983554
uc3,8.4,0,7.6,2,1,1,Drought,uc,1,0,0.009525317,0.002381329
uc3,13.3,0,15.1,2,1,1,Drought,uc,1,0,0.026348294,0.006587073
uc3,178.8,0,178.7,2,2,6,Drought,uc,1,0,14.62286807,3.655717016
uc3,83.8,0,83.7,2,2,5,Drought,uc,1,0,2.832577824,0.708144456
uc3,100.9,0,100.9,2,1,6,Drought,uc,1,0,4.489504024,1.122376006
uc3,32,0,34.3,2,1,2,Drought,uc,1,0,0.26043341,0.065108353
uc3,12,0,13.2,2,1,1,Drought,uc,1,0,0.022981268,0.005745317
uc3,8.6,0,9.2,2,1,1,Drought,uc,1,0,0.010094627,0.002523657
uc3,9.9,0,10.3,2,1,1,Drought,uc,1,0,0.014288557,0.003572139
uc3,10.9,0,10.9,2,1,1,Drought,uc,1,0,0.018121869,0.004530467
uc3,19.3,0,20.3,2,1,1,Drought,uc,1,0,0.074446963,0.018611741
uc3,13.3,0,14.5,2,1,1,Drought,uc,1,0,0.029634362,0.00740859
uc3,13.8,0,16.1,2,1,1,Drought,uc,1,0,0.028816186,0.007204046
uc3,16.9,0,15.9,2,2,1,Drought,uc,1,0,0.047123781,0.011780945
uc3,41.6,0,40.5,2,1,3,Drought,uc,1,0,0.498966207,0.124741552
uc3,6.4,0,6,2,1,1,Drought,uc,1,0,0.004873311,0.001218328
uc3,6.4,0,6.5,2,2,1,Drought,uc,1,0,0.004873311,0.001218328
uc3,151.2,0,151,2,2,6,Drought,uc,1,0,9.722648135,2.430662034
uc3,6.5,0,,0,,1,Drought,uc,1,1,0.005062932,0.001265733
uc3,38.6,0,41,2,2,2,Drought,uc,1,0,0.414481355,0.103620339
uc3,14.8,0,16,2,1,1,Drought,uc,1,0,0.038597839,0.00964946
uc3,23.7,0,25,2,1,2,Drought,uc,1,0,0.123786743,0.030946686
uc3,139.3,0,138.9,2,2,6,Drought,uc,1,0,7.963953747,1.990988437
uc3,13,0,13.7,2,1,1,Drought,uc,1,0,0.028009104,0.007002276
uc3,18.8,0,10.5,2,3,1,Drought,uc,1,0,0.071932994,0.017983248
uc3,9.3,0,10.2,2,3,1,Drought,uc,1,0,0.013506427,0.003376607
uc3,15.9,0,17.2,2,3,1,Drought,uc,1,0,0.048286635,0.012071659
uc3,8.2,0,9.4,2,1,1,Drought,uc,1,0,0.010021258,0.002505314
uc3,8,0,8.5,2,1,1,Drought,uc,1,0,0.008445338,0.002111334
uc3,6.1,0,5.2,2,1,1,Drought,uc,1,0,0.00433016,0.00108254
uc3,7.2,0,5.6,2,1,1,Drought,uc,1,0,0.006513545,0.001628386
uc3,6.2,0,6.5,2,1,1,Drought,uc,1,0,0.004506957,0.001126739
uc3,5.2,0,5.6,2,1,1,Drought,uc,1,0,0.002924375,0.000731094
uc3,29.6,0,30,2,2,2,Drought,uc,1,0,0.214688725,0.053672181
uc3,18.1,0,20.1,2,1,1,Drought,uc,1,0,0.063510397,0.015877599
uc3,109.2,0,108.9,2,2,6,Drought,uc,1,0,5.461988354,1.365497089
uc3,11.5,0,13.2,2,1,1,Drought,uc,1,0,0.020687035,0.005171759
uc3,20.5,0,21.3,2,2,2,Drought,uc,1,0,0.08643624,0.02160906
uc3,32,0,33.9,2,2,2,Drought,uc,1,0,0.26043341,0.065108353
uc3,18.5,0,20,2,1,1,Drought,uc,1,0,0.067040903,0.016760226
uc3,13,0,13.4,2,1,1,Drought,uc,1,0,0.028009104,0.007002276
uc3,137.2,0,135.1,2,3,6,Drought,uc,1,0,9.621485214,2.405371304
uc3,107.5,0,106.3,2,2,6,Drought,uc,1,0,4.238428464,1.059607116
uc3,16.5,0,15.5,2,1,1,Drought,uc,1,0,0.044461515,0.011115379
uc3,125.6,0,124,2,2,6,Drought,uc,1,0,6.190007649,1.547501912
uc3,169.8,0,168.6,2,3,6,Drought,uc,1,0,16.32710024,4.08177506
uc3,100.3,0,98.9,2,3,6,Drought,uc,1,0,4.42358044,1.10589511
uc3,88.3,0,90.7,2,2,5,Drought,uc,1,0,3.224931943,0.806232986
uc3,130.5,0,,0,,6,Drought,uc,1,1,4.76924309,1.192310773
uc3,101.1,0,102.4,2,3,6,Drought,uc,1,0,4.511608031,1.127902008
uc3,8.6,0,9.4,2,1,1,Drought,uc,1,0,0.010094627,0.002523657
uc3,13.6,0,16.5,2,1,1,Drought,uc,1,0,0.031314649,0.007828662
uc3,26.3,0,30.7,2,1,2,Drought,uc,1,0,0.160191497,0.040047874
uc3,31.4,0,33.5,2,1,2,Drought,uc,1,0,0.248501505,0.062125376
uc3,28.9,0,31.4,2,1,2,Drought,uc,1,0,0.202329594,0.050582398
uc3,13.1,0,14.5,2,1,1,Drought,uc,1,0,0.028544779,0.007136195
uc3,10.4,0,10.9,2,3,1,Drought,uc,1,0,0.016137289,0.004034322
uc3,37.7,0,41.6,2,1,2,Drought,uc,1,0,0.390941641,0.09773541
uc3,22.4,0,22.6,2,2,2,Drought,uc,1,0,0.107647487,0.026911872
uc3,29.4,0,31.6,2,1,2,Drought,uc,1,0,0.211112869,0.052778217
uc3,7.3,0,6.3,2,2,1,Drought,uc,1,0,0.007177634,0.001794408
uc3,11.2,0,12.7,2,1,1,Drought,uc,1,0,0.019379114,0.004844779
uc3,11.2,0,13.2,2,1,1,Drought,uc,1,0,0.019379114,0.004844779
uc3,28,0,31.3,2,1,2,Drought,uc,1,0,0.187077649,0.046769412
uc3,17.3,0,19.4,2,1,1,Drought,uc,1,0,0.056788452,0.014197113
uc3,106.5,0,107.9,2,3,6,Drought,uc,1,0,5.133127506,1.283281877
uc3,25.1,0,25.4,2,2,2,Drought,uc,1,0,0.142693473,0.035673368
uc3,141.9,0,141.4,2,3,6,Drought,uc,1,0,10.45992743,2.614981856
uc3,7,0,9,2,1,1,Drought,uc,1,0,0.00607676,0.00151919
uc3,5.8,0,5.3,2,2,1,Drought,uc,1,0,0.003824892,0.000956223
uc3,24.9,0,29.4,2,1,2,Drought,uc,1,0,0.139893999,0.0349735
uc3,22.5,0,24.8,2,1,2,Drought,uc,1,0,0.10884138,0.027210345
uc3,22,0,,0,,2,Drought,uc,1,1,0.10295028,0.02573757
uc3,12,0,13.4,2,1,1,Drought,uc,1,0,0.022981268,0.005745317
uc3,26.8,0,29.2,2,1,2,Drought,uc,1,0,0.167841318,0.04196033
uc3,29.1,0,,0,,2,Drought,uc,1,1,0.205816172,0.051454043
uc3,148.9,0,147.2,2,1,6,Drought,uc,1,0,9.366564287,2.341641072
uc3,8.5,0,9.4,2,1,1,Drought,uc,1,0,0.009807505,0.002451876
uc3,5.7,0,8.7,2,1,1,Drought,uc,1,0,0.003664733,0.000916183
uc3,25.5,0,28.7,2,1,2,Drought,uc,1,0,0.148392086,0.037098021
uc3,12.4,0,13,2,2,1,Drought,uc,1,0,0.024921273,0.006230318
uc3,9.9,0,10.3,2,1,1,Drought,uc,1,0,0.014288557,0.003572139
uc3,15.4,0,16.7,2,1,1,Drought,uc,1,0,0.037605372,0.009401343
uc3,10.5,0,11.5,2,1,1,Drought,uc,1,0,0.016523237,0.004130809
uc3,13.4,0,15.5,2,1,1,Drought,uc,1,0,0.030188314,0.007547078
uc3,16.1,0,18.7,2,1,1,Drought,uc,1,0,0.047534818,0.011883705
uc3,8.3,0,,0,,1,Drought,uc,1,1,0.009248034,0.002312008
uc3,8.8,0,,0,,1,Drought,uc,1,1,0.010683783,0.002670946
uc3,6.1,0,6.4,2,1,1,Drought,uc,1,0,0.00433016,0.00108254
uc3,8.8,0,9.1,2,1,1,Drought,uc,1,0,0.010683783,0.002670946
uc3,6,0,6.6,2,2,1,Drought,uc,1,0,0.004157572,0.001039393
uc3,5.6,0,6.2,2,1,1,Drought,uc,1,0,0.003508649,0.000877162
uc3,6.7,0,8.3,2,1,1,Drought,uc,1,0,0.005455225,0.001363806
uc3,112.9,0,115.2,2,1,6,Drought,uc,1,0,5.932596934,1.483149233
uc3,43.2,0,43.9,2,2,3,Drought,uc,1,0,0.547895079,0.13697377
un1,29.6,0,29.4,2,4,2,Drought,un,1,0,0.214688725,0.053672181
un1,42.3,0,42.3,2,2,3,Drought,un,1,0,0.520036541,0.130009135
